cid,formula,polar_id,nonpolar_id,polar_spacegroup,nonpolar_spacegroup,structure_file,Ps,polarization_change_norm,dw_depth,path_barrier,gap_polar,gap_min,is_switchable,pol_smoothness_max,energy_smoothness
cid_56c2d58d4550cd25e92da433,LiCrPO4,mp-761399,mp-761401,33,63,structures/cid_56c2d58d4550cd25e92da433_polar.json,38.154515386568235,38.154515386568235,27.63620642857134,434.70456250000035,2.6497,1.2374999999999994,0,0.2655525625226173,0.07367725117267303
cid_56c2da774550cd25e92dadad,LiFePO4,mp-766763,mp-765913,33,63,structures/cid_56c2da774550cd25e92dadad_polar.json,25.220578847257126,25.22057884725713,13.12685035714356,474.79125821428613,3.3203000000000005,2.7118,0,0.1602029935170278,0.02660626374509619
cid_56c2d4a44550cd25e92da27d,LiMnPO4,mp-780646,mp-765871,33,63,structures/cid_56c2d4a44550cd25e92da27d_polar.json,13.017094694595102,13.017094694595102,10.813681071429215,504.51095642857257,3.1529000000000003,1.7579999999999996,0,0.13564205833428014,0.15688267185033303
cid_56c2bded4550cd25e92d72fd,CaAl2Si2(H2O5)2,mp-24603,mp-733653,33,63,structures/cid_56c2bded4550cd25e92d72fd_polar.json,4.19884280247736,4.19884280247736,4.739087236841577,32.76409749999942,5.0509,5.0509,1,0.0017284250915492927,0.000315827243015348
cid_56c2c6a34550cd25e92d8608,InCl,mp-571636,mp-571555,36,63,structures/cid_56c2c6a34550cd25e92d8608_polar.json,3.812813787627579,3.812813787627579,-0.12354749999987646,0.0,1.4193000000000002,1.4084000000000003,1,0.0009461754526442378,2.299284839889394e-05
cid_56c2bf5b4550cd25e92d757a,SiO2,mp-554089,mp-7905,33,72,structures/cid_56c2bf5b4550cd25e92d757a_polar.json,89.04400616476215,89.04400616476215,414.9853858333339,1480.6490408333327,5.6545,2.7590000000000003,0,0.3328401600903445,0.012634031951530037
cid_56c2e56d4550cd25e92dc31c,LiMnPO4,mp-867520,mp-765871,33,63,structures/cid_56c2e56d4550cd25e92dc31c_polar.json,24.597299800214458,24.597299800214458,9.52270071428618,565.1023507142856,3.0149,2.0220999999999996,0,0.11830685254002456,0.0966547373632071
cid_56c2bf554550cd25e92d7568,SiO2,mp-554089,mp-10064,33,225,structures/cid_56c2bf554550cd25e92d7568_polar.json,89.93015026003735,89.93015026003735,1268.8795549999998,1315.257049166666,5.6545,0.25210000000000043,0,1.0004669156829151,0.009246123439188939
cid_56c2c1064550cd25e92d78de,Ag2WO4,mp-637188,mp-504466,34,58,structures/cid_56c2c1064550cd25e92d78de_polar.json,1.014265609274019,1.014265609274019,-2.5972525000002022,0.0,1.7994,1.7993,1,0.00019368815662829827,5.108926426221491e-06
cid_56c2ccea4550cd25e92d9367,Ag2S,mp-32669,mp-36216,36,63,structures/cid_56c2ccea4550cd25e92d9367_polar.json,0.39760551607449096,0.39760551607449096,2.57403583333371,2.57403583333371,1.3763999999999998,1.1379000000000001,1,0.0003552699715415457,4.969301101965236e-06
cid_56c2bfc94550cd25e92d76ac,Sr2Ta2O7,mp-13664,mp-12286,36,63,structures/cid_56c2bfc94550cd25e92d76ac_polar.json,2.9891032211122326,2.9891032211122326,-0.056473863635275734,0.07381659090910375,2.9282000000000004,2.902,1,0.0005193491478342718,2.0181091633637654e-05
cid_56c2c1134550cd25e92d78e8,Cs2PbO3,mp-21521,mp-21283,36,63,structures/cid_56c2c1134550cd25e92d78e8_polar.json,7.2182174632884,7.2182174632884,0.4189599999993021,0.4189599999993021,1.4042,1.3786,1,0.002470832173843783,5.762107040397885e-06
cid_56c2ccea4550cd25e92d9366,Ag2S,mp-32669,mp-32791,36,64,structures/cid_56c2ccea4550cd25e92d9366_polar.json,48.87414375307055,48.87414375307055,82.0131316666668,82.0131316666668,1.3763999999999998,0.14100000000000001,0,0.7576257356403355,7.375162341377092e-05
cid_56c2cf9c4550cd25e92d993a,U(HO2)2,mp-626885,mp-626876,36,64,structures/cid_56c2cf9c4550cd25e92d993a_polar.json,2.8537490324538464,2.8537490324538464,95.25655749999996,175.34558321428585,1.8502999999999998,1.7772000000000001,1,0.013086681677501658,0.0008574400925868434
cid_56c2c18e4550cd25e92d7a02,Ag10Te4Br3,mp-568386,mp-568392,36,63,structures/cid_56c2c18e4550cd25e92d7a02_polar.json,3.8627579800946044,3.8627579800946044,-2.4130514705880124,0.0,0.8677999999999999,0.7238000000000002,1,0.00038057254616927737,5.748554300474471e-06
cid_56c2bede4550cd25e92d7453,SiO2,mp-16964,mp-560826,36,63,structures/cid_56c2bede4550cd25e92d7453_polar.json,0.160251867827613,0.160251867827613,4.192539722220445,4.800818194444112,5.667,5.4118,1,0.00044243939104012176,7.117244935473723e-05
cid_56c2cfb44550cd25e92d9964,HBr,mp-632229,mp-634105,36,69,structures/cid_56c2cfb44550cd25e92d9964_polar.json,72.51796220928972,72.51796220928972,319.34636875000024,787.3398775000001,4.7593,1.0232,0,1.0000059439167486,0.022043055794900707
cid_56c2cf9c4550cd25e92d9939,U(HO2)2,mp-626885,mp-626864,36,64,structures/cid_56c2cf9c4550cd25e92d9939_polar.json,2.8534054939863736,2.8534054939863736,-3.663963571428397,0.0,1.8502999999999998,1.6745999999999999,1,0.013300784752356095,0.0004968981686303146
cid_56c2c7574550cd25e92d86eb,SiO2,mp-557264,mp-559313,36,64,structures/cid_56c2c7574550cd25e92d86eb_polar.json,0.1617452244896291,0.1617452244896291,3.722883333333371,6.672532291666755,5.4282,5.366499999999999,1,0.0007977722667806529,2.2711625242960592e-05
cid_56c2cb484550cd25e92d8f4b,SiO2,mp-556218,mp-560826,36,63,structures/cid_56c2cb484550cd25e92d8f4b_polar.json,0.00906957886036552,0.00906957886036552,3.7797908333327968,3.7797908333327968,5.602,5.4117,1,0.0002978364948884339,5.256827944042219e-06
cid_56c2ccbd4550cd25e92d9338,TlF,mp-558134,mp-2175,39,225,structures/cid_56c2ccbd4550cd25e92d9338_polar.json,6.37188322531995,6.37188322531995,30.002046249999914,30.002046249999914,3.1073999999999997,2.6155999999999997,1,0.0003996836712154858,2.3889273333316218e-05
cid_56c2c9a54550cd25e92d8cc4,PbF2,mp-685150,mp-315,41,225,structures/cid_56c2c9a54550cd25e92d8cc4_polar.json,5.016909931169435,5.016909931169435,-2.351110833334502,0.0,4.3727,4.3727,1,0.0003269194442017888,3.697609622079506e-06
