filepath,formula,spacegroup_number,spacegroup_symbol,num_atoms,endpoint,gcnn_probability,nequip_probability,gcnn_ferroelectric,nequip_ferroelectric,consensus_ferroelectric,avg_probability
/home/ubuntu/ai_wh/wh-ai/new_data/database/K2PuCl6/mp_2760749_mp_505397_cost_0.0301/1_normalized.vasp,K2PuCl6,2,P-1,9,1,0.9999951124191284,0.9999969005584717,True,True,True,0.9999960064888
/home/ubuntu/ai_wh/wh-ai/new_data/database/In2CuTe3Br/mp_1403285_mp_1224103_cost_0.3108/1_normalized.vasp,In2CuTe3Br,1,P1,7,1,0.9999939203262329,0.9999980926513672,True,True,True,0.9999960064888
/home/ubuntu/ai_wh/wh-ai/new_data/database/Sr2Mg(TiS3)2/mp_2222905_mp_2239921_cost_0.0373/1_normalized.vasp,Sr2Mg(TiS3)2,1,P1,11,1,0.9999947547912598,0.9999971389770508,True,True,True,0.9999959468841553
/home/ubuntu/ai_wh/wh-ai/new_data/database/Ca5Mg/mp_1039086_mp_1094702_cost_0.2844/1_normalized.vasp,Ca5Mg,8,Cm,6,1,0.9999943971633911,0.9999974966049194,True,True,True,0.9999959468841553
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li7VO5F/mp_799536_mp_759471_cost_0.3821/1_normalized.vasp,Li7VO5F,1,P1,14,1,0.9999938011169434,0.9999980926513672,True,True,True,0.9999959468841553
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li4SiO4/mp_11737_mp_35822_cost_0.3382/1_normalized.vasp,Li4SiO4,2,P-1,18,1,0.9999943971633911,0.9999974966049194,True,True,True,0.9999959468841553
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb4CO4/mp_551267_mp_552966_cost_0.1875/1_normalized.vasp,Rb4CO4,8,Cm,9,1,0.9999943971633911,0.9999973773956299,True,True,True,0.9999958872795105
/home/ubuntu/ai_wh/wh-ai/new_data/database/K6Mg(BiO4)2/mp_2229455_mp_2229657_cost_0.2090/1_normalized.vasp,K6Mg(BiO4)2,1,P1,17,1,0.9999948740005493,0.9999967813491821,True,True,True,0.9999958276748657
/home/ubuntu/ai_wh/wh-ai/new_data/database/K3ClO/mp_1223812_mp_572291_cost_0.0341/1_normalized.vasp,K3ClO,6,Pm,20,1,0.9999951124191284,0.9999964237213135,True,True,True,0.999995768070221
/home/ubuntu/ai_wh/wh-ai/new_data/database/K4MgV2O7/mp_2241486_mp_2227554_cost_0.3261/1_normalized.vasp,K4MgV2O7,1,P1,14,1,0.9999942779541016,0.9999972581863403,True,True,True,0.999995768070221
/home/ubuntu/ai_wh/wh-ai/new_data/database/Mg5Pb/mp_1185831_mp_1185825_cost_0.0683/1_normalized.vasp,Mg5Pb,8,Cm,6,1,0.9999936819076538,0.9999977350234985,True,True,True,0.9999957084655762
/home/ubuntu/ai_wh/wh-ai/new_data/database/CsMg6C/mp_1016556_mp_1098071_cost_0.3383/1_normalized.vasp,CsMg6C,5,C2,8,1,0.9999938011169434,0.9999974966049194,True,True,True,0.9999956488609314
/home/ubuntu/ai_wh/wh-ai/new_data/database/CaTlF3/mp_1097061_mp_998615_cost_0.0157/1_normalized.vasp,CaTlF3,8,Cm,10,1,0.9999951124191284,0.9999961853027344,True,True,True,0.9999956488609314
/home/ubuntu/ai_wh/wh-ai/new_data/database/KCN/mp_1180837_mp_35035_cost_0.1598/1_normalized.vasp,KCN,8,Cm,3,1,0.9999938011169434,0.9999974966049194,True,True,True,0.9999956488609314
/home/ubuntu/ai_wh/wh-ai/new_data/database/CsSnF3/mp_998298_mp_2758979_cost_0.3927/1_normalized.vasp,CsSnF3,1,P1,20,1,0.9999948740005493,0.9999963045120239,True,True,True,0.9999955892562866
/home/ubuntu/ai_wh/wh-ai/new_data/database/Mg(BiO2)2/mp_2224248_mp_2224741_cost_0.2296/1_normalized.vasp,Mg(BiO2)2,8,Cm,7,1,0.9999945163726807,0.999996542930603,True,True,True,0.9999955296516418
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb2SeO4/mp_1173599_mp_677526_cost_0.3545/1_normalized.vasp,Rb2SeO4,9,Cc,14,1,0.999993085861206,0.9999979734420776,True,True,True,0.9999955296516418
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li7BiO6/mp_38487_mp_754060_cost_0.0950/1_normalized.vasp,Li7BiO6,1,P1,14,1,0.9999943971633911,0.9999966621398926,True,True,True,0.9999955296516418
/home/ubuntu/ai_wh/wh-ai/new_data/database/TaAsO4/mp_754840_mp_756401_cost_0.3364/1_normalized.vasp,TaAsO4,7,Pc,12,1,0.9999932050704956,0.9999978542327881,True,True,True,0.9999955296516418
/home/ubuntu/ai_wh/wh-ai/new_data/database/K6MgV2(SO3)2/mp_2229077_mp_2229430_cost_0.2888/1_normalized.vasp,K6MgV2(SO3)2,6,Pm,17,1,0.9999938011169434,0.9999971389770508,True,True,True,0.9999954700469971
/home/ubuntu/ai_wh/wh-ai/new_data/database/RbTlBr3/mp_998391_mp_998606_cost_0.0279/1_normalized.vasp,RbTlBr3,8,Cm,10,1,0.9999948740005493,0.9999960660934448,True,True,True,0.9999954700469971
/home/ubuntu/ai_wh/wh-ai/new_data/database/Sr2Mg/mp_1094296_mp_1094285_cost_0.4813/1_normalized.vasp,Sr2Mg,8,Cm,6,1,0.9999939203262329,0.9999970197677612,True,True,True,0.9999954700469971
