material_id,formula,spacegroup_number,spacegroup_symbol,num_atoms,energy_above_hull,is_stable,gcnn_probability,nequip_probability,gcnn_ferroelectric,nequip_ferroelectric,consensus_ferroelectric,avg_probability,is_known_fe
mp-2979,ZnGeN2,33,Pna2_1,16,0.0,True,0.049755219370126724,0.9999963045120239,False,True,False,0.5248757619410753,True
mp-863678,KZn4(SbO4)3,146,R3,20,0.0,True,0.06359130889177322,0.9811011552810669,False,True,False,0.5223462320864201,True
mp-8973,NaSi2N3,36,Cmc2_1,12,0.0,True,0.9999364614486694,0.03333166241645813,True,False,False,0.5166340619325638,True
mp-772410,Ti(SO4)2,146,R3,33,0.008455442424242001,False,0.03191465884447098,0.9999946355819702,False,True,False,0.5159546472132206,True
mp-1244896,GaN,1,P1,100,0.744233066999999,False,0.034155942499637604,0.9975359439849854,False,True,False,0.5158459432423115,True
mp-1244903,GaN,1,P1,100,0.715251828899999,False,0.032125942409038544,0.9976621866226196,False,True,False,0.5148940645158291,True
mp-559053,NaY(SeO3)2,33,Pna2_1,40,0.0,True,0.02755437232553959,0.9999902248382568,False,True,False,0.5137722985818982,True
mp-557414,BaSi6N8O,44,Imm2,16,0.0,True,0.9870963096618652,0.039759159088134766,True,False,False,0.513427734375,True
mp-1225870,CsTaS3,186,P6_3mc,10,0.0,True,0.026408473029732704,0.999993085861206,False,True,False,0.5132007794454694,True
mp-1103527,BaBClF4,31,Pmn2_1,14,0.0,True,0.9999946355819702,0.024874815717339516,True,False,False,0.5124347256496549,True
mp-1020059,LiGe2N3,36,Cmc2_1,12,0.0,True,0.999984622001648,0.022938212379813194,True,False,False,0.5114614171907306,True
mp-2025375,Tl2S,157,P31m,9,0.000221949629626,False,0.021702419966459274,0.9999818801879883,False,True,False,0.5108421500772238,True
mp-552663,LiScAs2O7,5,C2,11,0.0,True,0.01974278874695301,0.9999973773956299,False,True,False,0.5098700830712914,True
mp-561104,Ga(IO3)3,173,P6_3,26,0.0,True,0.01030759047716856,0.9999955892562866,False,True,False,0.5051515898667276,True
mp-23064,Bi2MoO6,29,Pca2_1,36,0.0,True,0.9998217225074768,0.00860582385212183,True,False,False,0.5042137731797993,True
mp-1101755,GePtS,29,Pca2_1,12,0.0,True,0.016566962003707886,0.9918603301048279,False,True,False,0.5042136460542679,True
mp-715584,MoO3,7,Pc,16,0.0,True,0.9998903274536133,0.0024588597007095814,True,False,False,0.5011745935771614,True
mp-1246430,Zn3MoN4,31,Pmn2_1,16,0.0,True,0.001986107090488076,0.9999785423278809,False,True,False,0.5009823247091845,True
mp-11670,BaYSi4N7,186,P6_3mc,26,0.0,True,0.9999837875366211,0.0016142282402142882,True,False,False,0.5007990078884177,True
mp-690977,NaP3(PbO3)4,173,P6_3,40,0.0,True,0.0013226148439571261,0.9999936819076538,False,True,False,0.5006581483758055,True
mp-1225880,CsTaSe3,186,P6_3mc,10,0.006590421999998,False,0.0012747286818921566,0.9999961853027344,False,True,False,0.5006354569923133,True
mp-1021511,CdS,156,P3m1,2,0.252318607499999,False,0.001104008057154715,0.9999959468841553,False,True,False,0.500549977470655,True
mp-1192072,BaZnF4,31,Pmn2_1,24,0.021148493750004,False,0.9999862909317017,0.001001245342195034,True,False,False,0.5004937681369483,True
mp-1244866,GaN,1,P1,100,0.658416288499999,False,0.000616250210441649,0.999881386756897,False,True,False,0.5002488184836693,True
mp-28264,RbH3O2,36,Cmc2_1,12,0.0,True,0.0004455673915799707,0.9999939203262329,False,True,False,0.5002197438589064,True
mp-1016108,TiZnN2,33,Pna2_1,16,0.0,True,0.0004142019897699356,0.9999971389770508,False,True,False,0.5002056704834104,True
mp-5853,LiSi2N3,36,Cmc2_1,12,0.0,True,0.9999902248382568,0.0003961505426559597,True,False,False,0.5001931876904564,True
mp-1245130,GaN,1,P1,100,0.6864534776999981,False,0.00041504527325741947,0.9999244213104248,False,True,False,0.5001697332918411,True
mp-1181864,GaN,186,P6_3mc,8,0.288500789999998,False,0.0002780988288577646,0.9999960660934448,False,True,False,0.5001370824611513,True
mp-1245188,GaN,1,P1,100,0.685712142799999,False,0.00027605524519458413,0.9999608993530273,False,True,False,0.500118477299111,True
mp-1245302,GaN,1,P1,100,0.7277775392999991,False,0.00029787750099785626,0.9999363422393799,False,True,False,0.5001171098701889,True
mp-1245132,GaN,1,P1,100,0.6782511019,False,0.00026417511980980635,0.9999599456787109,False,True,False,0.5001120603992604,True
mp-1245150,GaN,1,P1,100,0.732484944699999,False,0.00034586971742101014,0.9998711347579956,False,True,False,0.5001085022377083,True
mp-1245181,GaN,1,P1,100,0.7032842138000001,False,0.0002951869391836226,0.9999204874038696,False,True,False,0.5001078371715266,True
mp-1245033,GaN,1,P1,100,0.7024155227999991,False,0.00025465316139161587,0.9999582767486572,False,True,False,0.5001064649550244,True
mp-1245258,GaN,1,P1,100,0.7122079139,False,0.00023145040904637426,0.9999663829803467,False,True,False,0.5000989166946965,True
mp-1245244,GaN,1,P1,100,0.7028208625000011,False,0.00023272832913789898,0.9999606609344482,False,True,False,0.5000966946317931,True
mp-1245075,GaN,1,P1,100,0.7340944892000001,False,0.00021571523393504322,0.9999649524688721,False,True,False,0.5000903338514036,True
mp-1244975,GaN,1,P1,100,0.6177373734,False,0.0002028832386713475,0.999972939491272,False,True,False,0.5000879113649717,True
mp-1244884,GaN,1,P1,100,0.6922918271,False,0.00022781359439250082,0.9999302625656128,False,True,False,0.5000790380800026,True
mp-769152,Sc(ClO4)3,161,R3c,32,0.0,True,0.00017050918540917337,0.9999808073043823,False,True,False,0.5000756582448957,True
mp-558063,KCu(BiS2)2,36,Cmc2_1,16,0.0,True,0.00015741899551358074,0.9999904632568359,False,True,False,0.5000739411261748,True
mp-1245293,MoO3,1,P1,100,0.5302736972375001,False,0.999914288520813,0.00021979949087835848,True,False,False,0.5000670440058457,True
mp-41095,Na3Sr3AlP4,186,P6_3mc,22,0.0,True,0.9999686479568481,0.00016292723012156785,True,False,False,0.5000657875934849,True
mp-672289,Ge3N4,159,P31c,28,0.0,True,0.000134669549879618,0.9999967813491821,False,True,False,0.5000657254495309,True
mp-1245148,GaN,1,P1,100,0.6774361425999991,False,0.00015256002370733768,0.9999738931655884,False,True,False,0.5000632265946479,True
mp-695209,KNb4AsO13,1,P1,76,0.00023275039473700002,False,0.00012754969066008925,0.99998939037323,False,True,False,0.500058470031945,True
mp-1245295,GaN,1,P1,100,0.7077972144000011,False,0.00014343838847707957,0.9999616146087646,False,True,False,0.5000525264986209,True
mp-625136,CsHO,36,Cmc2_1,6,0.0,True,0.00010364467016188428,0.9999960660934448,False,True,False,0.5000498553818034,True
mp-1244916,GaN,1,P1,100,0.6491310883000001,False,0.00015587352390866727,0.9999427795410156,False,True,False,0.5000493265324621,True
mp-775149,Ti(SO4)2,146,R3,33,0.0,True,9.876036347122863e-05,0.9999945163726807,False,True,False,0.500046638368076,True
mp-1245326,GaN,1,P1,100,0.704239551,False,0.000131409295136109,0.9999562501907349,False,True,False,0.5000438297429355,True
mp-1244998,GaN,1,P1,100,0.768195017,False,0.000141855824040249,0.9999372959136963,False,True,False,0.5000395758688683,True
mp-1245030,GaN,1,P1,100,0.7067078000000001,False,0.00010061992361443117,0.9999562501907349,False,True,False,0.5000284350571746,True
mp-1245044,MoO3,1,P1,100,0.15488233883750002,False,0.999893069267273,0.00015611271373927593,True,False,False,0.5000245909905061,True
