material_id,formula,spacegroup_number,spacegroup_symbol,energy_above_hull,is_stable,gcnn_v6_prob,nequip_v2_prob
mp-684604,CuS2,5,C2,0.099725483333333,False,0.9999616543451944,0.9999961853027344
mp-531272,GaAsO4,5,C2,0.064548975185183,False,0.999998966852824,0.9999969005584716
mp-625475,H2SO4,5,C2,0.003497149285714,False,0.999998927116394,0.9999992847442628
mp-696482,H2SeNO4,5,C2,0.359497323041664,False,0.9999993244806924,0.9999483823776244
mp-1224433,HIO4,5,C2,0.058797161249998,False,0.9999990860621134,0.9859850406646729
mp-610992,HgC2(SN)2,5,C2,0.238275845255101,False,0.9999987284342448,0.9999982118606568
mp-560019,K2Ge3(BO5)2,5,C2,0.000907602668823,False,0.9998891353607178,0.9999313354492188
mp-698122,K3H3S2(O4F)2,5,C2,0.6138640279166651,False,0.9999614159266154,0.9284836053848268
mp-551561,K4CO4,5,C2,0.188547451388886,False,0.9999991655349731,0.9999997615814208
mp-1223803,K6Zn4Sn5S17,5,C2,0.0,True,0.999999205271403,0.9999986886978148
mp-550320,Li4CO4,5,C2,0.131369475555556,False,0.9999995628992716,0.9999995231628418
mp-550498,Li4CO4,5,C2,0.146751537777778,False,0.9999994039535522,0.9999994039535522
mp-545346,LiGaAs2O7,5,C2,0.026722108939399,False,0.9999929269154868,0.9999914169311525
mp-681439,LiZr2(PO4)3,5,C2,0.015936290555558,False,0.9999993244806924,0.9999986886978148
mp-626143,Mg(HO)2,5,C2,0.009386027999989,False,0.9999988873799642,0.9999889135360718
mp-1410915,Mg2SnN2,5,C2,0.189291508125001,False,0.9999991655349731,0.9999443292617798
mp-2230807,MgTi2(PS3)4,5,C2,0.076632964614667,False,0.9501968423525492,0.9999954700469972
mp-1221677,MnH6(NCl)2,5,C2,0.0,True,0.9999949137369792,0.9999991655349731
mp-1221516,MoHO3,5,C2,0.090476670107137,False,0.9999992847442628,0.9999998807907104
mp-561075,Na2CdSnS4,5,C2,0.00209244125,False,0.9999980529149374,0.9999986886978148
mp-1173776,Na2N2O3,5,C2,0.235337589619046,False,0.999999443689982,0.9999988079071044
mp-13274,Na4CO4,5,C2,0.129772400879629,False,0.9999992450078328,0.9999972581863404
mp-1221197,Na4Eu(GeSe3)2,5,C2,0.0,True,0.9999937613805135,0.9999979734420776
mp-1221151,Na4Sn(GeS3)2,5,C2,0.0,True,0.9703706105550132,0.9999994039535522
mp-1180222,Na5LiN2,5,C2,0.199375836957615,False,0.9999992847442628,0.9999995231628418
mp-568700,Na5LiN2,5,C2,0.408768356957615,False,0.999998966852824,0.9999992847442628
mp-1179886,NaHF2,5,C2,0.071426759999999,False,0.9732664227485656,0.9999698400497437
mp-634410,NaN3,5,C2,0.2695652075,False,0.9999993244806924,0.9999994039535522
mp-1220584,Nb9AsO25,5,C2,0.0,True,0.999999205271403,0.996648609638214
mp-1220604,Nb9PO25,5,C2,0.0,True,0.9999991655349731,0.9986465573310852
mp-1219756,Rb2Ti(TeO4)3,5,C2,0.000883845,False,0.9999986489613852,0.9999986886978148
mp-1219666,Rb3(SeO4)2,5,C2,0.040454160576919,False,0.999996860822042,0.9999992847442628
mp-551176,Rb4CO4,5,C2,0.203984339444445,False,0.9999990065892538,0.9999994039535522
mp-676290,RbHS,5,C2,0.264663303333333,False,0.9999988079071044,0.9999997615814208
mp-1194011,SO12,5,C2,0.272450313333333,False,0.9999993244806924,0.9999997615814208
mp-626037,Si2H2O5,5,C2,0.039097460092591,False,0.9999994039535522,0.9999997615814208
mp-556553,SiO2,5,C2,0.085701673888889,False,0.9999707539876302,0.9999997615814208
mp-556662,SiO2,5,C2,0.067856033055557,False,0.999998410542806,0.9999996423721312
mp-673168,SiO2,5,C2,0.686385021666667,False,0.9999991655349731,0.9999997615814208
mp-1179368,Sr(ClO3)2,5,C2,0.918810074444444,False,0.999990185101827,0.9971651434898376
mp-1218778,Sr2LiSiN3,5,C2,0.106884434999998,False,0.9999440511067708,0.99880051612854
mp-1208225,TiBi6(PO8)2,5,C2,0.001049581800002,False,0.9999856154123942,0.9999985694885254
mp-19903,V2Pb3O8,5,C2,0.0,True,0.9999986092249552,0.9308014512062072
mp-626559,V6H4O13,5,C2,0.120072063369551,False,0.9999991257985432,0.9999996423721312
mp-1215990,Zn6S5Cl2,5,C2,0.274327449505495,False,0.9986742933591208,0.995632827281952
mp-1215996,Zr2P4O17,5,C2,0.260394032173915,False,0.9999994039535522,0.9974815249443054
mp-1384645,Ca5(VN3)2,6,Pm,0.277627015,False,0.999998966852824,0.9998584985733032
mp-1235039,Cs2Li(IO3)2,6,Pm,0.290542414151515,False,0.999998370806376,0.99968421459198
mp-998308,CsScBr3,6,Pm,0.097612778333331,False,0.99999737739563,0.9999990463256836
mp-675395,H(CO)2,6,Pm,0.253276102750001,False,0.9999994039535522,0.999998927116394
mp-625172,H3ClO5,6,Pm,0.054437523055553,False,0.9999988873799642,0.9999986886978148
mp-977164,Li3H3N2,6,Pm,0.0235997996875,False,0.9999988873799642,0.9999951124191284
mp-29928,Na3Li3N2,6,Pm,0.141908812424569,False,0.9999990065892538,0.9999994039535522
mp-29930,Na5LiN2,6,Pm,0.221801431957615,False,0.9973580042521158,0.9999992847442628
mp-569525,NaLi5N2,6,Pm,0.060994340391522,False,0.999977707862854,0.9327678680419922
mp-673303,Nd(HO)3,6,Pm,0.002956002857145,False,0.9999988873799642,0.9999994039535522
mp-625452,Pr(HO)3,6,Pm,0.002371015000011,False,0.999998966852824,0.9999997615814208
mp-557653,SiO2,6,Pm,0.302640154722224,False,0.9999959071477256,0.9999997615814208
mp-673310,Y(HO)3,6,Pm,0.026050331785714,False,0.999996026357015,0.99999737739563
mp-626587,Al(HO)3,7,Pc,0.044864444107143,False,0.999999443689982,0.9999979734420776
mp-1192885,CsCdI3O,7,Pc,0.477387044671294,False,0.9443883498509724,0.999992609024048
mp-673245,CuI,7,Pc,0.008755909583332,False,0.9999990065892538,0.9999986886978148
mp-3346567,H4SO5,7,Pc,0.028318322999999,False,0.9999986489613852,0.999680757522583
mp-626448,H4SO5,7,Pc,0.004041398749999,False,0.9999990860621134,0.9999988079071044
mp-625256,H5IO6,7,Pc,0.033702867916665,False,0.999999205271403,0.9999984502792358
mp-625819,H8N2O,7,Pc,0.032150856363636,False,0.9999980926513672,0.9999902248382568
mp-674465,K2SrCl4,7,Pc,0.027025869285711,False,0.9999992847442628,0.9999984502792358
mp-560228,K6Ti2O7,7,Pc,0.000311598999999,False,0.9963279962539672,0.9999971389770508
mp-27181,KAuCl4,7,Pc,0.0,True,0.999998132387797,0.9999786615371704
mp-696649,KH2I3O,7,Pc,0.0078626425,False,0.963761866092682,0.9988501071929932
mp-8070,Li2BeSiO4,7,Pc,0.0,True,0.9999990065892538,0.9999932050704956
mp-555186,Li2ZnSnS4,7,Pc,0.0,True,0.9999984502792358,0.9999971389770508
mp-2704783,MoO3,7,Pc,0.492674846562499,False,0.999999205271403,0.9999992847442628
mp-715584,MoO3,7,Pc,0.0,True,0.999999443689982,0.9999997615814208
mp-625254,P(HO)3,7,Pc,0.151719011734694,False,0.999999443689982,0.9999992847442628
mp-626450,PH3O4,7,Pc,0.019598786875,False,0.9999993244806924,0.999998927116394
mp-676317,Rb2ZnCl3,7,Pc,0.190319316597221,False,0.999998927116394,0.9999970197677612
mp-570598,SrSi7N10,7,Pc,0.015499520416666,False,0.9999810854593912,0.9999990463256836
mp-723064,Ti3(BiO3)4,7,Pc,0.002269901184212,False,0.999986688296,0.9999428987503052
mp-1190901,VZn2IO7,7,Pc,0.002066880681818,False,0.954959491888682,0.9992550015449524
mp-1100895,Y5O4F7,7,Pc,0.189339021718749,False,0.9888109564781188,0.9999722242355348
mp-2016808,AgHO2,8,Cm,0.08298241328125,False,0.9999939600626628,0.9824025630950928
mp-996958,AgHO2,8,Cm,0.0,True,0.9999980529149374,0.9999995231628418
mp-684949,Ca2F,8,Cm,0.128321129333333,False,0.9999974568684896,0.9999995231628418
mp-1214050,Ca4ErB3O10,8,Cm,0.0,True,0.9999994039535522,0.9999011754989624
mp-1443685,CaTi4O8,8,Cm,0.094650812307689,False,0.9999990463256836,0.9999977350234984
mp-1096876,CdO2,8,Cm,0.405941621666666,False,0.9999986489613852,0.9999994039535522
mp-540574,Cs2Hg3I8,8,Cm,0.0,True,0.9999969800313314,0.9999959468841552
mp-646007,Cs2Tb6Te7N2,8,Cm,0.0,True,0.9999991257985432,0.9999982118606568
mp-570756,Cs3Li2Cl5,8,Cm,0.026562724500001,False,0.9999987681706748,0.9999995231628418
mp-998309,CsNaF3,8,Cm,0.012379128999999,False,0.999998370806376,0.9996731281280518
mp-998297,CsSrBr3,8,Cm,0.021612655999998,False,0.9606870611508688,0.9999974966049194
mp-1080233,CsSrCl3,8,Cm,0.015167955999999,False,0.9999319911003112,0.9999986886978148
mp-1224948,Ga4B2O9,8,Cm,0.004287537444444,False,0.9999991257985432,0.9999896287918092
mp-756104,Ge11N11O5,8,Cm,0.148827244953704,False,0.9999991257985432,0.99999737739563
mp-777810,Ge11N11O5,8,Cm,0.149504273101852,False,0.9999993244806924,0.999998927116394
mp-1224586,Ge5O11,8,Cm,0.3895740025,False,0.999999205271403,0.9999996423721312
mp-675784,H(CO)2,8,Cm,0.287795592999999,False,0.9999992847442628,0.9860738515853882
mp-625521,H3BrO,8,Cm,0.000332971999999,False,0.9999992450078328,0.9999998807907104
mp-550547,K4CO4,8,Cm,0.260926740277774,False,0.999999205271403,0.9999972581863404
mp-550895,K4CO4,8,Cm,0.221022418055553,False,0.9999994039535522,0.9999991655349731
mp-605843,K4CO4,8,Cm,0.191044476944441,False,0.999999443689982,0.9999994039535522
mp-2228443,K4MgV2O7,8,Cm,0.171515266613757,False,0.999998410542806,0.9999816417694092
mp-998412,KGeBr3,8,Cm,0.025231168000005,False,0.9999677340189616,0.9999995231628418
mp-998231,KGeCl3,8,Cm,0.028222893,False,0.999998132387797,0.9999994039535522
mp-1223445,KNb4Bi5O18,8,Cm,0.010700274553586,False,0.9999993244806924,0.9999979734420776
mp-676324,Li11TiP5,8,Cm,0.029175744485294,False,0.999999443689982,0.9965835213661194
mp-1185834,Mg5Se,8,Cm,0.244761116666666,False,0.9998353521029154,0.9999947547912598
mp-1190649,MgO,8,Cm,0.153608795416666,False,0.9999993642171224,0.9999997615814208
mp-1047986,MgTi4O8,8,Cm,0.099341544134633,False,0.999998927116394,0.9999288320541382
mp-2222828,MgTl3VO4,8,Cm,0.354207791703703,False,0.9999983310699464,0.999995231628418
mp-1003317,Mn3HO6,8,Cm,0.03371158980208,False,0.997188945611318,0.9999998807907104
mp-1180300,NClO3,8,Cm,0.096921773000019,False,0.999997893969218,0.9999873638153076
mp-676765,Na21In5O15,8,Cm,0.068659355609756,False,0.900012214978536,0.9994238615036012
mp-675271,Na2CO5,8,Cm,0.331784390989583,False,0.9999781449635824,0.9999996423721312
mp-1097718,Na2Mo2O5,8,Cm,0.200742364999998,False,0.9999988476435344,0.9997604489326476
mp-37947,Na4C2O5,8,Cm,0.113277965397727,False,0.9999787012736002,0.9999995231628418
mp-545541,Na4CO4,8,Cm,0.282385046435185,False,0.999999443689982,0.9999988079071044
mp-645295,Na4CO4,8,Cm,0.305916930879629,False,0.9999995231628418,0.9999991655349731
mp-626506,NaHO,8,Cm,0.072059951666666,False,0.999999443689982,0.9999998807907104
mp-1064952,NaN3,8,Cm,0.0006393,False,0.9999995628992716,0.9999977350234984
mp-1220909,NaTa4Bi5O18,8,Cm,0.008242785267858,False,0.999998410542806,0.9999849796295166
mp-1220884,NaTiVS4,8,Cm,0.012418012476191,False,0.9151430328687032,0.9999510049819946
mp-1220551,Nb4AgBi5O18,8,Cm,0.020201231357146,False,0.9117503563563027,0.99999737739563
mp-1238819,PO2,8,Cm,0.68008695502381,False,0.9999990463256836,0.9999998807907104
mp-1220836,Pb3BrF5,8,Cm,0.123327254999997,False,0.9912823836008708,0.9999958276748656
mp-551267,Rb4CO4,8,Cm,0.256834897222223,False,0.999999205271403,0.9999984502792358
mp-551437,Rb4CO4,8,Cm,0.222643320555556,False,0.9999406735102336,0.9999994039535522
mp-998197,RbCaCl3,8,Cm,0.013094997999999,False,0.9999238848686218,0.9954453706741332
mp-998195,RbInCl3,8,Cm,0.036473368999999,False,0.9382465680440268,0.9996621608734132
mp-998155,RbSrCl3,8,Cm,0.041047293250001,False,0.9999984502792358,0.9999949932098388
mp-998607,RbTlF3,8,Cm,0.052865603999998,False,0.9998082518577576,0.9989128112792968
mp-1219366,Si12CO24,8,Cm,0.217850763918917,False,0.999998966852824,0.9999997615814208
mp-1063118,Si2O,8,Cm,0.798463743611111,False,0.9999992450078328,0.9999996423721312
mp-1173298,SiH2O,8,Cm,0.7679298120833341,False,0.9955144127209982,0.9999997615814208
mp-675098,SiH2O,8,Cm,0.660579837083334,False,0.905703067779541,1.0
mp-557881,SiO2,8,Cm,0.020218251944445,False,0.9999996026357016,1.0
mp-1101353,Sr2Ti6N2O11,8,Cm,0.059353351130948,False,0.9999994039535522,0.9997112154960632
mp-755078,Sr2Ti6N2O11,8,Cm,0.030885230654758,False,0.9999994039535522,0.9996435642242432
mp-755353,Sr2Ti6N2O11,8,Cm,0.027895463511899,False,0.9999994039535522,0.99680894613266
mp-755491,Sr2Ti6N2O11,8,Cm,0.029978459226187,False,0.9999994039535522,0.9997445940971376
mp-1193678,Ta3NO6,8,Cm,0.0,True,0.9999992450078328,0.9999974966049194
mp-676473,Te6H6S(Cl13O2)2,8,Cm,0.025778480318004,False,0.999997615814209,0.999995231628418
mp-1392336,Ti4ZnO8,8,Cm,0.140076502307691,False,0.999998966852824,0.9999990463256836
mp-1412440,Ti4ZnO8,8,Cm,0.168333728461536,False,0.999998927116394,0.9999982118606568
mp-1217241,Ti5InS8,8,Cm,2.171428503672244e-07,False,0.999996821085612,0.999997615814209
mp-779692,Ti7O8,8,Cm,0.115783338666666,False,0.9999828735987344,0.9847604632377625
mp-756350,TiNbO4,8,Cm,0.044985430170946,False,0.9999411702156068,0.9997153878211976
mp-1385424,TiZnO2,8,Cm,0.425633195625,False,0.9999951521555582,0.9999912977218628
mp-625381,V2H3O5,8,Cm,0.010258540499984,False,0.9999993642171224,0.9999998807907104
mp-625870,V3(HO2)4,8,Cm,0.241208473666662,False,0.999999483426412,0.9999998807907104
mp-1179073,V3O8,8,Cm,1.171586756363636,False,0.9999985297520956,0.9999998807907104
mp-1216776,V4NO11,8,Cm,0.110016927656255,False,0.999999483426412,0.9999920129776
mp-549207,Li4CO4,8,Cm,0.247430454444445,False,0.9999991257985432,0.9999985694885254
mp-676650,Li6Br3N,8,Cm,0.032533701,False,0.999999205271403,0.9976252913475036
mp-675488,Li6I3N,8,Cm,0.0132816755,False,0.9999987284342448,0.9999982118606568
mp-34038,Li6NCl3,8,Cm,0.033680216000001,False,0.9999991257985432,0.9999955892562866
mp-1235056,LiAl2(HO2)2,8,Cm,0.313227122638891,False,0.9999992450078328,0.9999996423721312
mp-753480,LiV3O8,8,Cm,0.095635004583339,False,0.9999992450078328,0.9998812675476074
mp-1222451,LiZrN2,8,Cm,0.324414299166663,False,0.9999868075052896,0.9999995231628418
mp-756090,BaNa4O3,9,Cc,0.093926581250001,False,0.9999992450078328,0.9999860525131226
mp-1227412,BeAlSiN3,9,Cc,0.035112144583333,False,0.9999993244806924,0.999983549118042
mp-754855,CaAsH5O6,9,Cc,0.094722461950547,False,0.9999992847442628,0.9999971389770508
mp-29246,Cd2P3Cl,9,Cc,0.008836749166666,False,0.9999985694885254,0.9999982118606568
mp-15895,Cu2SiS3,9,Cc,0.009455905833332,False,0.9999980529149374,0.9999997615814208
mp-11658,Cu2SnSe3,9,Cc,0.01302170225,False,0.9999829133351644,0.9999984502792358
mp-777483,Ge2N2O,9,Cc,0.070999307499999,False,0.9999987681706748,0.9999991655349731
mp-778194,Ge2N2O,9,Cc,0.036619849499998,False,0.9999990463256836,0.9999996423721312
mp-625445,H2SO4,9,Cc,0.033846995,False,0.999999443689982,0.9999998807907104
mp-625474,H2SO4,9,Cc,0.059929136428571,False,0.9999993642171224,0.9999986886978148
mp-625385,HNO,9,Cc,0.455979326833333,False,0.9999993642171224,0.9999998807907104
mp-673633,In2S3,9,Cc,0.047341066000001,False,0.9324896534283956,0.9999997615814208
mp-695383,K2HS2NO6,9,Cc,0.036259579846485,False,0.9999990463256836,0.9999988079071044
mp-677413,K2SO3,9,Cc,0.7714600982291621,False,0.9999990860621134,0.9999971389770508
mp-1224035,K2SrCl4,9,Cc,0.028264421785712,False,0.9999990860621134,0.9999994039535522
mp-1212247,K3Si5H2O11,9,Cc,0.198643976190497,False,0.9999995231628418,0.9999992847442628
mp-1223933,K4Sr2SnAs4,9,Cc,0.012457290757569,False,0.9999991655349731,0.9999994039535522
mp-1077078,KCN,9,Cc,0.125557558750001,False,0.999999483426412,0.9999996423721312
mp-757909,KP(HO2)2,9,Cc,0.003869611093738,False,0.9999993244806924,0.999996542930603
mp-541214,KS2O3,9,Cc,0.041206475803571,False,0.9999994039535522,0.999997854232788
mp-674531,Li5GeP3,9,Cc,0.010016587222222,False,0.9999857743581136,0.9999994039535522
mp-950995,Li6PS5I,9,Cc,0.002124925961537,False,0.9999992450078328,0.9999979734420776
mp-1204824,LiB(H4N)2,9,Cc,0.193951694513887,False,0.999999443689982,0.9999984502792358
mp-774736,LiCuS,9,Cc,0.005218714513887,False,0.9999991655349731,0.999995231628418
mp-1087524,LiH2N,9,Cc,0.095733101249999,False,0.9999994039535522,0.99854975938797
mp-773068,LiZr2(PO4)3,9,Cc,0.01110233388889,False,0.9999988476435344,0.999985933303833
mp-559949,Zn3(BO3)2,9,Cc,0.019034733106059,False,0.9999992450078328,0.9999980926513672
mp-1190146,Na2Cd(GeS3)2,9,Cc,0.0,True,0.9999990860621134,0.9999988079071044
mp-1190399,Na2Zn(GeS3)2,9,Cc,0.0,True,0.9999988476435344,0.9940618872642516
mp-1203588,Na3B3(HO2)4,9,Cc,0.0,True,0.9999993244806924,0.9993174076080322
mp-1221212,Na4Ca2SnP4,9,Cc,0.004031504681819,False,0.999999483426412,0.9999991655349731
mp-1221300,Na4Eu2GeP4,9,Cc,0.0,True,0.9999958674112956,0.9999982118606568
mp-1221199,Na4Eu2SnP4,9,Cc,0.008434729181816,False,0.9999934832255044,0.9999984502792358
mp-754369,Na4MgO3,9,Cc,0.070125490624999,False,0.9676698843638102,0.999998927116394
mp-1221154,Na4Sr2SiAs4,9,Cc,0.0,True,0.999999443689982,0.9999996423721312
mp-1221155,Na4Sr2TiP4,9,Cc,0.0,True,0.999999443689982,0.9999996423721312
mp-1220796,Na5SrNbAs4,9,Cc,0.0,True,0.999999483426412,0.9999994039535522
mp-778925,Na6CuO4,9,Cc,0.07991036204545,False,0.9999993244806924,0.9999994039535522
mp-1569694,Na6NiO4,9,Cc,0.008364686363637,False,0.9999992847442628,0.9999986886978148
mp-18582,Rb2Ti(Si2O5)3,9,Cc,0.0,True,0.9999990860621134,0.9999896287918092
mp-1219739,Rb3H(SO4)2,9,Cc,8.491535714316715e-05,False,0.9999993642171224,0.9999971389770508
mp-2748904,Rb4SnO3,9,Cc,0.0,True,0.999999443689982,0.9999996423721312
mp-756570,Rb4SnO3,9,Cc,0.0,True,0.999999205271403,0.9999996423721312
mp-1193891,RbTeOF4,9,Cc,0.177467052361109,False,0.9999986886978148,0.9990953207015992
mp-726080,SO4,9,Cc,0.142333589666668,False,0.9999991257985432,0.9999998807907104
mp-753515,Sb3O4F,9,Cc,0.061927616093749,False,0.9999993642171224,0.9999877214431764
mp-1193171,Sc(SeO3)3,9,Cc,0.238963396826927,False,0.999998927116394,0.9999793767929076
mp-555313,ScBiO3,9,Cc,0.033733753875001,False,0.9999991257985432,0.9999027252197266
mp-1179424,Si2H2O3,9,Cc,0.7247188362857131,False,0.9999995231628418,0.9999997615814208
mp-1179481,Si2H2O3,9,Cc,0.6710863695714281,False,0.9999994039535522,0.99999737739563
mp-626083,Si2H2O5,9,Cc,0.049493659537035,False,0.9999993642171224,0.9999984502792358
mp-555147,SiO2,9,Cc,0.081409212222222,False,0.9999992450078328,0.9999998807907104
mp-555235,SiO2,9,Cc,0.006908793055556,False,0.9999990463256836,0.9999998807907104
mp-640556,SiO2,9,Cc,0.006745714583335,False,0.9999993642171224,0.9999996423721312
mp-625789,Sn3(HO2)2,9,Cc,0.071522812222222,False,0.999998966852824,0.9999961853027344
mp-772160,SrLaI5,9,Cc,0.091422131785712,False,0.9999926884969076,0.9993537068367004
mp-625957,Ta2H4O7,9,Cc,0.04197784730769,False,0.9999990065892538,0.9999946355819702
mp-2017901,TiCl3,9,Cc,0.0,True,0.9999992450078328,0.9999920129776
mp-17207,Tl4GeS4,9,Cc,0.0,True,0.912346363067627,0.9828613996505736
mp-1216804,TlV3Cd4O12,9,Cc,0.0,True,0.9999927679697672,0.9999908208847046
mp-1178828,V3O8,9,Cc,0.17452427090909,False,0.999998966852824,0.9999996423721312
mp-752600,VF5,9,Cc,0.057544122083332,False,0.9999990065892538,0.99853253364563
mp-757128,VF5,9,Cc,0.044104675416666,False,0.9651881059010824,0.9999991655349731
mp-1048241,AlSb3Se2ClO8,25,Pmm2,0.441408142489581,False,0.999999205271403,0.9999997615814208
mp-1079046,BC7,25,Pmm2,0.247442276276041,False,0.9999995231628418,1.0
mp-1048204,Ba2Bi3O7,25,Pmm2,0.167907878958332,False,0.9999990463256836,0.95047926902771
mp-1048496,Ba2Co3O7,25,Pmm2,0.285886382291667,False,0.9999991655349731,0.9130373001098632
mp-1048539,Ba2Cr3O7,25,Pmm2,0.472500151302086,False,0.9668852488199868,0.9998626708984376
mp-1048495,Ba2Fe3O7,25,Pmm2,0.33333448041668,False,0.9926235477129618,0.9999983310699464
mp-2230568,Ba2MgNb4O12,25,Pmm2,0.176023131972028,False,0.9999993244806924,0.999988317489624
mp-1048511,Ba2Mn3O7,25,Pmm2,0.295021544722216,False,0.999999205271403,0.999990701675415
mp-1048150,Ba2Sb3O7,25,Pmm2,0.219571193359382,False,0.9999992847442628,0.9352374076843262
mp-1274911,Ba2V2O5,25,Pmm2,0.085538685659739,False,0.9999994039535522,1.0
mp-1228036,Ba4GaSn3,25,Pmm2,0.0192265796875,False,0.9980734586715698,0.9999998807907104
mp-2225405,BaMgCuO2,25,Pmm2,0.941512838000002,False,0.9999979337056478,0.9998737573623656
mp-1227430,Ca2CuCO5,25,Pmm2,0.153118950740742,False,0.999999483426412,0.9999995231628418
mp-1188106,Ca2PdWO6,25,Pmm2,0.301115005833333,False,0.9999994039535522,0.9999971389770508
mp-1247648,Ca8Mn6Cr2O23,25,Pmm2,0.144156498525641,False,0.999999205271403,1.0
mp-989401,CaMoN3,25,Pmm2,0.046883455000017,False,0.9999995628992716,0.9999998807907104
mp-1048685,CaV4O10,25,Pmm2,0.063328868666658,False,0.999999205271403,0.9999998807907104
mp-1226768,Cd4TeSe3,25,Pmm2,0.009092463125001,False,0.991338849067688,1.0
mp-676933,CeAl8O16,25,Pmm2,0.7762268331999971,False,0.9999849796295166,0.9957542419433594
mp-1233982,CeMgZr7O16,25,Pmm2,0.143757079750011,False,0.999999443689982,1.0
mp-1226363,Cr2S2BrCl,25,Pmm2,0.0,True,0.9999991655349731,1.0
mp-1099260,CsMg14BO15,25,Pmm2,0.385816748349175,False,0.9999993244806924,0.9999771118164062
mp-1039931,CsMg30BO31,25,Pmm2,0.17151667156864,False,0.9999994039535522,1.0
mp-1098613,CsMg30BO31,25,Pmm2,0.162636439505147,False,0.9999993642171224,1.0
mp-1225889,Cu2AsO6,25,Pmm2,0.367478246944447,False,0.999999205271403,0.9999998807907104
mp-1225830,Cu4Si(GeO4)3,25,Pmm2,0.089574884833333,False,0.9999993244806924,0.9999996423721312
mp-1232038,CuBiSeO,25,Pmm2,0.343345043749999,False,0.9999990463256836,0.9999998807907104
mp-868046,Fe9Cu3O16,25,Pmm2,0.140510556964285,False,0.998596211274465,1.0
mp-676038,Ga5(PS)3,25,Pmm2,0.006348882272723,False,0.9998391071955364,0.9999997615814208
mp-1059094,GaAs,25,Pmm2,0.44452152,False,0.999999443689982,1.0
mp-1225107,H12C5N2,25,Pmm2,0.344183139868421,False,0.999998966852824,1.0
mp-2647056,H5PbCBr3N2,25,Pmm2,0.058665582273808,False,0.9993527134259542,1.0
mp-977014,H5PbCI3N2,25,Pmm2,0.060151798298607,False,0.9999992847442628,0.9999998807907104
