material_id,formula,spacegroup_number,spacegroup_symbol,energy_above_hull,is_stable,gcnn_v6_prob,nequip_v2_prob,gcnn_ferroelectric,nequip_ferroelectric,consensus_ferroelectric,is_known_fe,is_known_non_fe
mp-626431,Al(HO)3,1,P1,0.034632219999999006,False,0.6666638176903538,0.9999401569366455,True,True,True,False,False
mp-626435,Al(HO)3,1,P1,0.025205606071428,False,0.9999966621398926,0.9999983310699463,True,True,True,False,False
mp-676414,Al4CO,1,P1,0.41230998500000104,False,0.33333685412647657,0.04360273852944374,True,True,True,False,False
mp-779457,Ge2N2O,1,P1,0.10729504499999801,False,0.186235477005539,0.999995231628418,True,True,True,False,False
mp-685157,IF7,1,P1,0.217331866249999,False,0.3334525313184713,0.05521274358034134,True,True,True,False,False
mp-1234075,K2MgNb2P2(CO7)2,1,P1,0.276322109100796,False,0.2909593598505656,0.9999654293060303,True,True,True,False,False
mp-35889,K4C2O3,1,P1,0.46866332987846904,False,0.6565132207861097,0.9999790191650391,True,True,True,False,False
mp-675766,K4CO6,1,P1,0.330925429090906,False,0.3439570585420976,0.030735759064555168,True,True,True,False,False
mp-676693,KCN,1,P1,0.7536934737499991,False,0.2346377097246659,0.9999966621398926,True,True,True,False,False
mp-2224833,MgVCl2O,1,P1,0.33341030408333805,False,0.6568892877959911,0.9999631643295288,True,True,True,False,False
mp-1173871,Na2SO4,1,P1,0.37179569571428606,False,0.33414871731656604,0.9999861717224121,True,True,True,False,False
mp-37430,Na4S2O5,1,P1,0.23612722772727102,False,0.01806145890024406,0.9999988079071045,True,True,True,False,False
mp-2218244,Na5MgBiO5,1,P1,0.16024816895833102,False,0.3318394810020209,0.9959004521369934,True,True,True,False,False
mp-1180008,O2,1,P1,0.419853780833332,False,0.3397825501236487,0.9999984502792358,True,True,True,False,False
mp-1180064,O2,1,P1,0.38701357199999903,False,0.6667913391332453,0.9999747276306152,True,True,True,False,False
mp-1023371,Sn4SF6,1,P1,2.815440595,False,0.33333350453609495,0.9999971389770508,True,True,True,False,False
mp-685023,Sr4N3,1,P1,0.190831994285716,False,0.9998567700386047,0.01728796400129795,True,True,True,False,False
mp-626414,Al(HO)3,2,P-1,0.036063947857142,False,0.666663900681821,0.9999973773956299,True,True,True,False,False
mp-1181380,K2PbO6,2,P-1,0.29364253777777705,False,0.283049639779468,0.9999909400939941,True,True,True,False,False
mp-1176510,LiVS3,2,P-1,0.102973500583332,False,0.33339334479387617,0.9999991655349731,True,True,True,False,False
mp-676084,Na2SnS,2,P-1,0.43440981,False,0.47651091947530705,0.9987718462944031,True,True,True,False,False
mp-1187081,SiSn3,2,P-1,0.321408698749998,False,0.33328851815075683,0.9999983310699463,True,True,True,False,False
mp-556376,SiO2,3,P2,0.42902559138889,False,0.999751627445221,0.9999997615814209,True,True,True,False,False
mp-675879,Ag3SI,4,P2_1,0.07550974299999601,False,0.9999978939692179,0.9999963045120239,True,True,True,False,False
mp-626631,Al(HO)3,4,P2_1,0.08832024053571401,False,0.9237459301948547,0.9970163106918335,True,True,True,False,False
mp-768350,Ba2YF7,4,P2_1,0.06809164299999801,False,0.9999994039535522,0.9999982118606567,True,True,True,False,False
mp-644852,BaCa(CO3)2,4,P2_1,0.013567834999999001,False,0.9999987284342448,0.9999972581863403,True,True,True,False,False
mp-770427,BaLaCl5,4,P2_1,0.062747197857141,False,0.9999994039535522,0.9999988079071045,True,True,True,False,False
mp-1182293,BrO4,4,P2_1,0.367534448749999,False,0.6666777041682508,0.9671537280082703,True,True,True,False,False
mp-1182418,BrO4,4,P2_1,0.197551227749999,False,0.9999970197677612,0.9999994039535522,True,True,True,False,False
mp-1100349,Ca4Sn3S10,4,P2_1,0.11064538441176401,False,0.6437623252471288,0.01597714051604271,True,True,True,False,False
mp-560899,CaB3H5O8,4,P2_1,0.009811502499989001,False,0.6666650621790874,0.06992405652999878,True,True,True,False,False
mp-567594,Cs2HgI4,4,P2_1,0.0007291078571410001,False,0.9999987681706747,0.9999978542327881,True,True,True,False,False
mp-1227891,Cs2W3(S2O)4,4,P2_1,1.143831732941175,False,0.3333276206847131,0.9932292699813843,True,True,True,False,False
mp-600236,Cu2H10C6S3N4,4,P2_1,0.19155717856666502,False,0.999999205271403,0.9999994039535522,True,True,True,False,False
mp-554570,H10C3NClO4,4,P2_1,0.6190078439473681,False,0.9999994436899821,0.9999978542327881,True,True,True,False,False
mp-626024,H2SeO4,4,P2_1,0.001583211785714,False,0.9239443937937418,0.9999934434890747,True,True,True,False,False
mp-1237314,H5C2S2N3,4,P2_1,0.06496538624999901,False,0.666777353947206,0.8429337739944458,True,True,True,False,False
mp-625274,H5IO6,4,P2_1,0.051012119999998,False,0.6948164080580076,0.9999951124191284,True,True,True,False,False
mp-625890,H5IO6,4,P2_1,0.046856533749997,False,0.6669271955809867,0.08185568451881409,True,True,True,False,False
mp-1181093,H6N4O9,4,P2_1,0.20382770381578702,False,0.6666684188076033,0.14250531792640686,True,True,True,False,False
mp-1105944,HS2N(O2F)2,4,P2_1,0.07688753120833401,False,0.9999975760777792,0.01769118756055832,True,True,True,False,False
mp-554107,K2Na4Ge2O7,4,P2_1,0.000496668277784,False,0.36957638058811426,0.06568560004234314,True,True,True,False,False
mp-776081,K2O,4,P2_1,0.08821736333333301,False,0.9999989668528239,0.9999997615814209,True,True,True,False,False
mp-23535,K2ZnBr4,4,P2_1,0.0,True,0.9999989668528239,0.9999988079071045,True,True,True,False,False
mp-1194562,K4P4O5,4,P2_1,0.19688339595489202,False,0.9999988873799642,0.9992899894714355,True,True,True,False,False
mp-1019808,KBe2B3O7,4,P2_1,0.00492947658118,False,0.6646565633515517,0.9999908208847046,True,True,True,False,False
mp-28435,KFeCl4,4,P2_1,0.0,True,0.9999990860621134,0.9994094371795654,True,True,True,False,False
mp-1223528,KGaGeS4,4,P2_1,0.0,True,0.9999992450078329,0.9999995231628418,True,True,True,False,False
mp-861938,KLaSiS4,4,P2_1,0.0,True,0.9999984900156657,0.9999985694885254,True,True,True,False,False
mp-861606,KLaSiSe4,4,P2_1,0.0,True,0.33333089526437715,0.9999895095825195,True,True,True,False,False
mp-12011,KTbGeS4,4,P2_1,0.0,True,0.018318907816601875,0.8174726366996765,True,True,True,False,False
mp-863755,KYGeS4,4,P2_1,0.0,True,0.3333368094446693,0.9999874830245972,True,True,True,False,False
mp-863754,KYSiS4,4,P2_1,0.0,True,0.3334146881312942,0.9999822378158569,True,True,True,False,False
mp-23849,Li2H2SO5,4,P2_1,0.010542961999995,False,0.029069156817740804,0.9986806511878967,True,True,True,False,False
mp-1188639,Li2SO5,4,P2_1,0.283868140312499,False,0.6217624548298772,0.9999935626983643,True,True,True,False,False
mp-558917,LiMoIO6,4,P2_1,0.0,True,0.01306231508103887,0.26080453395843506,True,True,True,False,False
mp-626000,NaHO,4,P2_1,0.0,True,0.9999992847442627,0.9999995231628418,True,True,True,False,False
mp-561303,NaSb(PS3)2,4,P2_1,0.007764604076822001,False,0.33338837533415244,0.011116182431578636,True,True,True,False,False
mp-625249,P(HO)3,4,P2_1,0.129823453877551,False,0.9999987284342448,0.9987911581993103,True,True,True,False,False
mp-703393,PH8SN3O,4,P2_1,0.356816431723227,False,0.356735359868253,0.021470807492733,True,True,True,False,False
mp-1219650,Rb2ZnI4,4,P2_1,0.0013966892857160001,False,0.32578608914839907,0.9999440908432007,True,True,True,False,False
mp-626721,RbHO,4,P2_1,0.00038416666666600004,False,0.9999993244806925,0.9999992847442627,True,True,True,False,False
mp-1190618,RbSO4,4,P2_1,0.066869332500005,False,0.6666603156609199,0.9999963045120239,True,True,True,False,False
mp-27699,S3(NCl)2,4,P2_1,0.193248473839286,False,0.6666690086940434,0.9708078503608704,True,True,True,False,False
mp-26342,SbP2O7,4,P2_1,0.034502497500024,False,0.6666325169577098,0.9998539686203003,True,True,True,False,False
mp-773030,ScP2O7,4,P2_1,0.06308380875000401,False,0.3333417555033596,0.9998036026954651,True,True,True,False,False
mp-555891,SiO2,4,P2_1,0.007827974999999,False,0.9999992450078329,0.9999998807907104,True,True,True,False,False
mp-972808,SiO2,4,P2_1,0.007662029722222001,False,0.9999993642171224,0.9999998807907104,True,True,True,False,False
mp-1204363,SnH10C3Br3N,4,P2_1,0.07856710263888801,False,0.4340655306975047,0.9997631907463074,True,True,True,False,False
mp-771879,Sr2LaCl7,4,P2_1,0.08571208249999801,False,0.9999872843424479,0.9999650716781616,True,True,True,False,False
mp-561022,SrMgF4,4,P2_1,0.021730075000004002,False,0.9999994436899821,0.9999985694885254,True,True,True,False,False
mp-1189372,TeH2NF5,4,P2_1,0.22105624027778903,False,0.6666715344587525,0.9999959468841553,True,True,True,False,False
mp-753858,TiOF2,4,P2_1,0.055627160312498,False,0.9999990860621134,0.9999938011169434,True,True,True,False,False
mp-26630,TiP2O7,4,P2_1,0.007766004499984,False,0.333493095901531,0.07486508041620255,True,True,True,False,False
mp-1105300,TlSb(PS3)2,4,P2_1,0.0,True,0.333139173171124,0.9997592568397522,True,True,True,False,False
mp-1215642,Zn2SiGeN4,4,P2_1,0.0062823496875,False,0.9999982515970866,0.9999978542327881,True,True,True,False,False
mp-1042320,ZnMo2O7,4,P2_1,0.062109753875001006,False,0.31106892731622793,0.9973492622375488,True,True,True,False,False
mp-1196495,ZnTe(H2N)4,4,P2_1,0.15862491690476102,False,0.666663416966126,0.9776129126548767,True,True,True,False,False
mp-600237,Ag(CO)2,5,C2,0.43695598291666804,False,0.9999992450078329,0.9997742772102356,True,True,True,False,False
mp-1229241,Ba(GaO2)2,5,C2,0.260243628571428,False,0.6666639295245508,0.2252035290002823,True,True,True,False,False
mp-555966,BaTi2O5,5,C2,0.0020644641666660002,False,0.9999992450078329,0.9999977350234985,True,True,True,False,False
mp-1197854,Bi14Mo5O36,5,C2,0.0026710429999000002,False,0.33333903967589623,0.06417106091976166,True,True,True,False,False
mp-1352981,Bi6P2O15,5,C2,0.09867979869566901,False,0.9999974171320597,0.9999909400939941,True,True,True,False,False
mp-626644,Ca(HO)2,5,C2,0.007467167999987001,False,0.9999668200810751,0.9999642372131348,True,True,True,False,False
mp-1391177,Ca2SnN2,5,C2,0.132272676,False,0.666667796432345,0.999998927116394,True,True,True,False,False
mp-656097,CaN6,5,C2,0.244032667142857,False,0.6687830626033247,0.9999990463256836,True,True,True,False,False
mp-1226928,CdCuP2O7,5,C2,0.043911401363629005,False,0.33623522312185133,0.9999974966049194,True,True,True,False,False
mp-1226079,CoH6(NCl)2,5,C2,0.063463347045455,False,0.28408166530221024,0.999998927116394,True,True,True,False,False
mp-608311,Cs2Li3I5,5,C2,0.011486473000001001,False,0.33333309403023276,0.9999986886978149,True,True,True,False,False
mp-1229156,Cs3(SeO4)2,5,C2,0.005267212307692001,False,0.9999939600626627,0.9999991655349731,True,True,True,False,False
mp-561834,Cs4CO4,5,C2,0.21025849138888902,False,0.9999990860621134,0.9999988079071045,True,True,True,False,False
mp-645330,Cs4CO4,5,C2,0.230006910277777,False,0.9999988476435343,0.9999991655349731,True,True,True,False,False
mp-684604,CuS2,5,C2,0.099725483333333,False,0.9999616543451945,0.9999961853027344,True,True,True,False,False
mp-698454,DyH9C5(NO4)2,5,C2,0.11504666021666901,False,0.657180086540734,0.027481436729431152,True,True,True,False,False
mp-675944,ErH9C5(NO4)2,5,C2,0.10491832401666401,False,0.6323422688258992,0.012467623688280582,True,True,True,False,False
mp-626689,Fe(HO)2,5,C2,0.014011894500000002,False,0.8374467889467875,0.9999991655349731,True,True,True,False,False
mp-531272,GaAsO4,5,C2,0.064548975185183,False,0.9999989668528239,0.9999969005584717,True,True,True,False,False
mp-541950,GaN5O14,5,C2,0.0,True,0.9999993244806925,0.8873124718666077,True,True,True,False,False
mp-625475,H2SO4,5,C2,0.0034971492857140004,False,0.999998927116394,0.9999992847442627,True,True,True,False,False
mp-696482,H2SeNO4,5,C2,0.35949732304166404,False,0.9999993244806925,0.9999483823776245,True,True,True,False,False
mp-625619,H4N2O3,5,C2,0.9634284631666641,False,0.999998927116394,0.014568894170224667,True,True,True,False,False
mp-1224433,HIO4,5,C2,0.058797161249998,False,0.9999990860621134,0.9859850406646729,True,True,True,False,False
mp-610992,HgC2(SN)2,5,C2,0.238275845255101,False,0.9999987284342448,0.9999982118606567,True,True,True,False,False
mp-695736,InOF2,5,C2,0.346561645624999,False,0.999994953473409,0.27300024032592773,True,True,True,False,False
mp-560019,K2Ge3(BO5)2,5,C2,0.0009076026688230001,False,0.9998891353607178,0.9999313354492188,True,True,True,False,False
mp-11131,K2Hg3(GeS4)2,5,C2,0.00014496600000100002,False,0.3369660506435442,0.995724081993103,True,True,True,False,False
mp-686747,K2Nb6Ag(PO8)3,5,C2,0.0,True,0.3300016226175681,0.9999966621398926,True,True,True,False,False
mp-698122,K3H3S2(O4F)2,5,C2,0.6138640279166651,False,0.9999614159266154,0.9284836053848267,True,True,True,False,False
mp-1224225,K3TaNbCu3S8,5,C2,6.313156250126184e-05,False,0.1484016233623843,0.014879017136991024,True,True,True,False,False
mp-551561,K4CO4,5,C2,0.188547451388886,False,0.9999991655349731,0.9999997615814209,True,True,True,False,False
mp-1223803,K6Zn4Sn5S17,5,C2,0.0,True,0.999999205271403,0.9999986886978149,True,True,True,False,False
mp-1235054,Li(SiO2)6,5,C2,0.14612098423245,False,0.6666636568942105,0.9999980926513672,True,True,True,False,False
mp-867714,Li2Fe(PS3)2,5,C2,0.068835944077133,False,0.6667984020799244,0.9999964237213135,True,True,True,False,False
mp-550320,Li4CO4,5,C2,0.131369475555556,False,0.9999995628992716,0.9999995231628418,True,True,True,False,False
mp-550498,Li4CO4,5,C2,0.14675153777777802,False,0.9999994039535522,0.9999994039535522,True,True,True,False,False
mp-547017,LiAlAs2O7,5,C2,0.027592806818174002,False,0.33334360304525035,0.9999769926071167,True,True,True,False,False
mp-755256,LiBiB2O5,5,C2,0.08749921861110001,False,0.6803112849593163,0.2659166157245636,True,True,True,False,False
mp-545346,LiGaAs2O7,5,C2,0.026722108939399,False,0.9999929269154867,0.9999914169311523,True,True,True,False,False
mp-681439,LiZr2(PO4)3,5,C2,0.015936290555558,False,0.9999993244806925,0.9999986886978149,True,True,True,False,False
mp-626143,Mg(HO)2,5,C2,0.009386027999989001,False,0.9999988873799642,0.9999889135360718,True,True,True,False,False
mp-1233503,Mg(SiO2)6,5,C2,0.22418752070175302,False,0.3318871282340676,0.5264075398445129,True,True,True,False,False
mp-1410915,Mg2SnN2,5,C2,0.189291508125001,False,0.9999991655349731,0.9999443292617798,True,True,True,False,False
mp-1221999,MgH6(NCl)2,5,C2,0.001050024545454,False,0.33334289068807266,0.9997710585594177,True,True,True,False,False
mp-2230807,MgTi2(PS3)4,5,C2,0.07663296461466701,False,0.9501968423525492,0.9999954700469971,True,True,True,False,False
mp-1221677,MnH6(NCl)2,5,C2,0.0,True,0.9999949137369791,0.9999991655349731,True,True,True,False,False
mp-1221516,MoHO3,5,C2,0.090476670107137,False,0.9999992847442627,0.9999998807907104,True,True,True,False,False
mp-561075,Na2CdSnS4,5,C2,0.0020924412500000003,False,0.9999980529149374,0.9999986886978149,True,True,True,False,False
mp-1173776,Na2N2O3,5,C2,0.23533758961904602,False,0.9999994436899821,0.9999988079071045,True,True,True,False,False
mp-1221809,Na2Te(BrO)6,5,C2,0.44761858858333203,False,0.6678220812076082,0.03297710418701172,True,True,True,False,False
mp-13274,Na4CO4,5,C2,0.12977240087962902,False,0.9999992450078329,0.9999972581863403,True,True,True,False,False
mp-1221197,Na4Eu(GeSe3)2,5,C2,0.0,True,0.9999937613805135,0.9999979734420776,True,True,True,False,False
mp-1221169,Na4Ge2PbS6,5,C2,0.0,True,0.22440269531701537,0.9999992847442627,True,True,True,False,False
mp-1221146,Na4Si2PbSe6,5,C2,0.0,True,0.03545546132469705,0.9999992847442627,True,True,True,False,False
mp-1221151,Na4Sn(GeS3)2,5,C2,0.0,True,0.9703706105550131,0.9999994039535522,True,True,True,False,False
mp-1180222,Na5LiN2,5,C2,0.19937583695761502,False,0.9999992847442627,0.9999995231628418,True,True,True,False,False
mp-568700,Na5LiN2,5,C2,0.40876835695761504,False,0.9999989668528239,0.9999992847442627,True,True,True,False,False
mp-556865,NaBe2BO3F2,5,C2,0.005552273055554001,False,0.3339890613040855,0.9999978542327881,True,True,True,False,False
mp-1179886,NaHF2,5,C2,0.071426759999999,False,0.9732664227485657,0.9999698400497437,True,True,True,False,False
mp-632282,NaHF2,5,C2,0.19061428000000002,False,0.6666477766137481,0.9999995231628418,True,True,True,False,False
mp-1103574,NaIO4,5,C2,0.361757211666671,False,0.9999986489613851,0.04862741008400917,True,True,True,False,False
mp-634410,NaN3,5,C2,0.2695652075,False,0.9999993244806925,0.9999994039535522,True,True,True,False,False
mp-1220584,Nb9AsO25,5,C2,0.0,True,0.999999205271403,0.9966486096382141,True,True,True,False,False
mp-1220604,Nb9PO25,5,C2,0.0,True,0.9999991655349731,0.9986465573310852,True,True,True,False,False
mp-1186921,Rb2Ga2Ge3O10,5,C2,0.0,True,0.8545418381690979,0.9999992847442627,True,True,True,False,False
mp-752475,Rb2Ga2Ge3O10,5,C2,0.10618172941176501,False,0.5832068673691234,0.999998927116394,True,True,True,False,False
mp-1219756,Rb2Ti(TeO4)3,5,C2,0.0008838450000000001,False,0.9999986489613851,0.9999986886978149,True,True,True,False,False
mp-1219666,Rb3(SeO4)2,5,C2,0.040454160576919,False,0.9999968608220419,0.9999992847442627,True,True,True,False,False
mp-551176,Rb4CO4,5,C2,0.20398433944444502,False,0.9999990065892538,0.9999994039535522,True,True,True,False,False
mp-1020620,Rb5Li6(BO2)11,5,C2,0.005257921553034,False,0.6776204320291678,0.9991763234138489,True,True,True,False,False
mp-676290,RbHS,5,C2,0.26466330333333304,False,0.9999988079071045,0.9999997615814209,True,True,True,False,False
mp-1190003,RbSeO4,5,C2,0.132842351527778,False,0.6672829281693945,0.9999929666519165,True,True,True,False,False
mp-9102,RbVP2S7,5,C2,0.0,True,0.6568507918176086,0.05566379427909851,True,True,True,False,False
mp-1173333,Re3O10,5,C2,0.9869665354807681,False,0.33341874334655586,0.9999980926513672,True,True,True,False,False
mp-1194011,SO12,5,C2,0.272450313333333,False,0.9999993244806925,0.9999997615814209,True,True,True,False,False
mp-1179500,ScF3,5,C2,0.24187084249999902,False,0.666753604329036,0.9999992847442627,True,True,True,False,False
mp-634805,ScF3,5,C2,0.874731437499999,False,0.6889770006140074,0.9999978542327881,True,True,True,False,False
mp-632694,ScMo3O8,5,C2,0.164330151388888,False,0.33388153590082464,0.01902352273464203,True,True,True,False,False
mp-626037,Si2H2O5,5,C2,0.039097460092591005,False,0.9999994039535522,0.9999997615814209,True,True,True,False,False
mp-556553,SiO2,5,C2,0.08570167388888901,False,0.9999707539876302,0.9999997615814209,True,True,True,False,False
mp-556662,SiO2,5,C2,0.067856033055557,False,0.999998410542806,0.9999996423721313,True,True,True,False,False
mp-557134,SiO2,5,C2,0.095042920555556,False,0.9999992847442627,0.28206631541252136,True,True,True,False,False
mp-673168,SiO2,5,C2,0.686385021666667,False,0.9999991655349731,0.9999997615814209,True,True,True,False,False
mp-1179368,Sr(ClO3)2,5,C2,0.9188100744444441,False,0.999990185101827,0.9971651434898376,True,True,True,False,False
mp-1218778,Sr2LiSiN3,5,C2,0.106884434999998,False,0.9999440511067709,0.99880051612854,True,True,True,False,False
mp-1218520,SrAl2O4,5,C2,0.014334559642858001,False,0.33555978713415396,0.039234910160303116,True,True,True,False,False
mp-1218292,SrGe12Pb2O27,5,C2,0.044607854563493005,False,0.6666745050509538,0.06426524370908737,True,True,True,False,False
mp-1208225,TiBi6(PO8)2,5,C2,0.0010495818000020001,False,0.9999856154123942,0.9999985694885254,True,True,True,False,False
mp-555790,Tl2C3O4,5,C2,0.165114636944442,False,0.3336244066740619,0.9999513626098633,True,True,True,False,False
mp-19903,V2Pb3O8,5,C2,0.0,True,0.9999986092249552,0.9308014512062073,True,True,True,False,False
mp-626559,V6H4O13,5,C2,0.12007206336955101,False,0.9999991257985433,0.9999996423721313,True,True,True,False,False
mp-1190571,YH9C5(NO4)2,5,C2,0.114482412064282,False,0.335569511866197,0.9999771118164062,True,True,True,False,False
mp-1215990,Zn6S5Cl2,5,C2,0.27432744950549504,False,0.9986742933591207,0.9956328272819519,True,True,True,False,False
mp-1215996,Zr2P4O17,5,C2,0.26039403217391505,False,0.9999994039535522,0.9974815249443054,True,True,True,False,False
mp-674981,Ag3SI,6,Pm,0.077225024999996,False,0.5186130967739094,0.9999451637268066,True,True,True,False,False
mp-1384645,Ca5(VN3)2,6,Pm,0.27762701500000003,False,0.9999989668528239,0.9998584985733032,True,True,True,False,False
mp-676464,Cd3AsI3,6,Pm,0.0,True,0.6162242066511302,0.9999964237213135,True,True,True,False,False
mp-1226891,Cd3PI3,6,Pm,0.0,True,0.6717978067075213,0.011035004630684853,True,True,True,False,False
mp-1235039,Cs2Li(IO3)2,6,Pm,0.29054241415151505,False,0.9999983708063761,0.99968421459198,True,True,True,False,False
mp-1184020,CsLi3I4,6,Pm,0.010985520625001001,False,0.666154093648629,0.9993744492530823,True,True,True,False,False
mp-998308,CsScBr3,6,Pm,0.09761277833333101,False,0.9999973773956299,0.9999990463256836,True,True,True,False,False
mp-1225795,Cu3AsS4,6,Pm,0.10537579937500001,False,0.5971083827316761,0.9999924898147583,True,True,True,False,False
mp-675395,H(CO)2,6,Pm,0.253276102750001,False,0.9999994039535522,0.999998927116394,True,True,True,False,False
mp-625172,H3ClO5,6,Pm,0.054437523055553,False,0.9999988873799642,0.9999986886978149,True,True,True,False,False
mp-1224121,HfZrS6,6,Pm,0.003721721249999,False,0.3278168622736928,0.8574195504188538,True,True,True,False,False
mp-1223993,K(VS2)2,6,Pm,0.047091416428568005,False,0.3333318487386805,0.9999935626983643,True,True,True,False,False
mp-1223812,K3ClO,6,Pm,0.018001367999999,False,0.7058603838086128,0.9997326731681824,True,True,True,False,False
mp-673301,La(HO)3,6,Pm,0.00393158571429,False,0.14693349031034586,0.9999997615814209,True,True,True,False,False
mp-977164,Li3H3N2,6,Pm,0.023599799687500003,False,0.9999988873799642,0.9999951124191284,True,True,True,False,False
mp-675734,Li7B18O,6,Pm,0.032867051403842,False,0.6666663470852635,0.9999622106552124,True,True,True,False,False
mp-2227941,Mg(CuS2)2,6,Pm,0.18143948047618902,False,0.7149616579214731,0.06340477615594864,True,True,True,False,False
mp-2226432,MgAg4(AsS)4,6,Pm,0.21483415732371802,False,0.6685585329929987,0.9999992847442627,True,True,True,False,False
mp-676586,Na(VS2)2,6,Pm,0.028454619047614003,False,0.32950850241134805,0.9997052550315857,True,True,True,False,False
mp-29928,Na3Li3N2,6,Pm,0.14190881242456901,False,0.9999990065892538,0.9999994039535522,True,True,True,False,False
mp-674333,Na3PO4,6,Pm,0.0,True,0.6668201127031352,0.9999790191650391,True,True,True,False,False
mp-29930,Na5LiN2,6,Pm,0.221801431957615,False,0.9973580042521158,0.9999992847442627,True,True,True,False,False
mp-1103416,NaBH4,6,Pm,0.030100514999999002,False,0.6666849987292759,0.9999855756759644,True,True,True,False,False
mp-625996,NaHO,6,Pm,0.07048126,False,0.9999990463256836,0.014571043662726879,True,True,True,False,False
mp-569525,NaLi5N2,6,Pm,0.060994340391522,False,0.999977707862854,0.9327678680419922,True,True,True,False,False
mp-867680,NaTlO,6,Pm,0.061890674166664,False,0.33365033632677904,0.9487417936325073,True,True,True,False,False
mp-673303,Nd(HO)3,6,Pm,0.002956002857145,False,0.9999988873799642,0.9999994039535522,True,True,True,False,False
mp-625452,Pr(HO)3,6,Pm,0.002371015000011,False,0.9999989668528239,0.9999997615814209,True,True,True,False,False
mp-677516,Rb5NO5,6,Pm,0.721511280909091,False,0.07207892090824923,0.9999480247497559,True,True,True,False,False
mp-676534,Rb8C4O7,6,Pm,0.80337052415022,False,0.6666632903545633,0.9999915361404419,True,True,True,False,False
mp-557653,SiO2,6,Pm,0.302640154722224,False,0.9999959071477255,0.9999997615814209,True,True,True,False,False
mp-1219000,Sn4TeSe3,6,Pm,0.019460226562500002,False,0.033073165350136456,0.9996453523635864,True,True,True,False,False
mp-2647043,SnH6CNCl3,6,Pm,0.022841300624999002,False,0.3309407967334816,0.9415073990821838,True,True,True,False,False
mp-626489,V2HO4,6,Pm,0.041310321785701,False,0.6666921028930423,0.9999998807907104,True,True,True,False,False
mp-673310,Y(HO)3,6,Pm,0.026050331785714,False,0.999996026357015,0.9999973773956299,True,True,True,False,False
mp-1216106,Y3SOF5,6,Pm,0.009198973625003,False,0.3333333353089974,0.013406817801296711,True,True,True,False,False
mp-1215629,Zn3PBr3,6,Pm,0.0,True,0.7321338951587677,0.9999982118606567,True,True,True,False,False
mp-626587,Al(HO)3,7,Pc,0.044864444107143006,False,0.9999994436899821,0.9999979734420776,True,True,True,False,False
mp-1204898,B5NO12,7,Pc,0.730436295682872,False,0.9999993244806925,0.6630294322967529,True,True,True,False,False
mp-1246629,CaSi7N10,7,Pc,0.047362102083333,False,0.3333353645668164,0.9997783303260803,True,True,True,False,False
mp-1227692,Cd2SO6,7,Pc,0.20145615638888903,False,0.1860661152195462,0.011700565926730633,True,True,True,False,False
mp-1246101,CdSi7N10,7,Pc,0.11007366861111101,False,0.6667058345580396,0.9991484880447388,True,True,True,False,False
mp-1192885,CsCdI3O,7,Pc,0.47738704467129406,False,0.9443883498509725,0.9999926090240479,True,True,True,False,False
mp-673245,CuI,7,Pc,0.008755909583332,False,0.9999990065892538,0.9999986886978149,True,True,True,False,False
mp-1178193,Ge2N2O,7,Pc,0.103650164499999,False,0.687880240380764,0.9999990463256836,True,True,True,False,False
mp-3346567,H4SO5,7,Pc,0.028318322999999004,False,0.9999986489613851,0.999680757522583,True,True,True,False,False
mp-626448,H4SO5,7,Pc,0.004041398749999,False,0.9999990860621134,0.9999988079071045,True,True,True,False,False
mp-626483,H4SO5,7,Pc,0.024597682249998,False,0.9999986092249552,0.806158185005188,True,True,True,False,False
mp-625256,H5IO6,7,Pc,0.033702867916665005,False,0.999999205271403,0.9999984502792358,True,True,True,False,False
mp-625819,H8N2O,7,Pc,0.032150856363636,False,0.9999980926513672,0.9999902248382568,True,True,True,False,False
mp-674465,K2SrCl4,7,Pc,0.027025869285711,False,0.9999992847442627,0.9999984502792358,True,True,True,False,False
mp-560228,K6Ti2O7,7,Pc,0.000311598999999,False,0.9963279962539673,0.9999971389770508,True,True,True,False,False
mp-27181,KAuCl4,7,Pc,0.0,True,0.999998132387797,0.9999786615371704,True,True,True,False,False
mp-696649,KH2I3O,7,Pc,0.007862642500000001,False,0.9637618660926819,0.9988501071929932,True,True,True,False,False
mp-8070,Li2BeSiO4,7,Pc,0.0,True,0.9999990065892538,0.9999932050704956,True,True,True,False,False
mp-555186,Li2ZnSnS4,7,Pc,0.0,True,0.9999984502792358,0.9999971389770508,True,True,True,False,False
mp-2704783,MoO3,7,Pc,0.49267484656249905,False,0.999999205271403,0.9999992847442627,True,True,True,False,False
mp-685156,MoO3,7,Pc,0.7680878265624991,False,0.35041943720231455,0.9999997615814209,True,True,True,False,False
mp-715474,MoO3,7,Pc,0.059622485312498,False,0.3334833844322323,0.9999997615814209,True,True,True,False,False
mp-715574,MoO3,7,Pc,0.05946354843749901,False,0.6676153819231937,0.9999996423721313,True,True,True,False,False
mp-715584,MoO3,7,Pc,0.0,True,0.9999994436899821,0.9999997615814209,True,True,True,False,False
mp-625254,P(HO)3,7,Pc,0.15171901173469401,False,0.9999994436899821,0.9999992847442627,True,True,True,False,False
mp-1173474,P2Pb3O8,7,Pc,0.012889102179486,False,0.666664560708,0.9531375169754028,True,True,True,False,False
mp-626450,PH3O4,7,Pc,0.019598786875000003,False,0.9999993244806925,0.999998927116394,True,True,True,False,False
