material_id,formula,spacegroup_number,spacegroup_symbol,num_atoms,energy_above_hull,is_stable,gcnn_probability,nequip_probability,gcnn_ferroelectric,nequip_ferroelectric,consensus_ferroelectric,avg_probability,is_known_fe
mp-676400,TlNO2,1,P1,4,0.11217182333333,False,0.999995231628418,0.9999983310699463,True,True,True,0.9999967813491821,False
mp-755571,Li2VGa3O8,1,P1,14,0.07218823092856601,False,0.999995231628418,0.9999983310699463,True,True,True,0.9999967813491821,False
mp-1064952,NaN3,8,Cm,4,0.0006393000000000001,False,0.999995231628418,0.9999983310699463,True,True,True,0.9999967813491821,True
mp-685023,Sr4N3,1,P1,7,0.190831994285716,False,0.9999949932098389,0.9999983310699463,True,True,True,0.9999966621398926,False
mp-634410,NaN3,5,C2,4,0.2695652075,False,0.9999947547912598,0.9999985694885254,True,True,True,0.9999966621398926,True
mp-998157,RbSnBr3,1,P1,5,0.044643826000001004,False,0.9999951124191284,0.9999982118606567,True,True,True,0.9999966621398926,False
mp-674708,Rb4N4O3,1,P1,11,0.841337291414141,False,0.999995231628418,0.9999980926513672,True,True,True,0.9999966621398926,False
mp-1176510,LiVS3,2,P-1,10,0.102973500583332,False,0.9999951124191284,0.9999980926513672,True,True,True,0.9999966025352478,False
mp-4309,BaGa4S7,31,Pmn2_1,24,0.0,True,0.9999947547912598,0.9999984502792358,True,True,True,0.9999966025352478,True
mp-1223953,K5BaNbAs4,9,Cc,22,0.0,True,0.9999951124191284,0.9999980926513672,True,True,True,0.9999966025352478,True
mp-759609,Li5VO4F,8,Cm,11,0.045516524318182004,False,0.9999951124191284,0.9999980926513672,True,True,True,0.9999966025352478,False
mp-1245795,CsCN,9,Cc,6,0.09702760861111101,False,0.9999951124191284,0.9999980926513672,True,True,True,0.9999966025352478,False
mp-1233100,MgSn8(P2O9)2,2,P-1,31,0.114593879784947,False,0.9999948740005493,0.9999983310699463,True,True,True,0.9999966025352478,False
mp-1222533,Li4SiGe3O10,1,P1,18,0.05439670361111001,False,0.9999953508377075,0.9999977350234985,True,True,True,0.999996542930603,False
mp-998194,RbInBr3,8,Cm,5,0.041326333500001006,False,0.9999951124191284,0.9999979734420776,True,True,True,0.999996542930603,False
mp-759471,Li7VO5F,1,P1,14,0.06689204553571401,False,0.9999948740005493,0.9999982118606567,True,True,True,0.999996542930603,False
mp-1218778,Sr2LiSiN3,5,C2,28,0.106884434999998,False,0.9999947547912598,0.9999983310699463,True,True,True,0.999996542930603,False
mp-694855,Li2MoO3,2,P-1,12,0.0,True,0.999995231628418,0.9999978542327881,True,True,True,0.999996542930603,False
mp-696736,RbBe2F5,1,P1,8,0.0025087025000050003,False,0.999995231628418,0.9999977350234985,True,True,True,0.9999964833259583,True
mp-758949,Li2VGa3O8,1,P1,14,0.07294651521428,False,0.9999946355819702,0.9999983310699463,True,True,True,0.9999964833259583,False
mp-541684,K3AlP2,2,P-1,48,0.0,True,0.9999947547912598,0.9999982118606567,True,True,True,0.9999964833259583,False
mp-9145,Rb2SnSe3,2,P-1,12,0.0,True,0.9999948740005493,0.9999980926513672,True,True,True,0.9999964833259583,False
mp-635393,Ca2PI,1,P1,4,0.087147055,False,0.9999948740005493,0.9999980926513672,True,True,True,0.9999964833259583,False
mp-683308,Rb2VAgSe4,1,P1,16,0.008565866875000001,False,0.9999949932098389,0.9999979734420776,True,True,True,0.9999964833259583,False
mp-761103,Li5VO4F,4,P2_1,22,0.047608297045455,False,0.9999949932098389,0.9999979734420776,True,True,True,0.9999964833259583,False
mp-752971,Li4VO4F,4,P2_1,20,0.065236587499998,False,0.9999947547912598,0.9999982118606567,True,True,True,0.9999964833259583,False
mp-2224741,Mg(BiO2)2,2,P-1,7,0.238413764285716,False,0.9999946355819702,0.9999983310699463,True,True,True,0.9999964833259583,False
mp-2234320,CsV2O5,8,Cm,8,0.086386722500015,False,0.9999947547912598,0.9999982118606567,True,True,True,0.9999964833259583,False
mp-1073857,MgSi,1,P1,12,0.165104088333333,False,0.9999946355819702,0.9999983310699463,True,True,True,0.9999964833259583,False
mp-1229172,Cs2GaFeS4,5,C2,8,0.033388648749998,False,0.9999947547912598,0.9999982118606567,True,True,True,0.9999964833259583,False
mp-1217759,SrTaNO2,25,Pmm2,5,0.066815344,False,0.9999947547912598,0.9999980926513672,True,True,True,0.9999964237213135,True
mp-664012,Rb2TaCuSe4,1,P1,16,0.008399980000000001,False,0.9999951124191284,0.9999977350234985,True,True,True,0.9999964237213135,False
mp-558482,K17Fe5O16,8,Cm,38,0.0,True,0.9999948740005493,0.9999979734420776,True,True,True,0.9999964237213135,False
mp-1225967,CsPSe6,7,Pc,32,0.0,True,0.9999943971633911,0.9999984502792358,True,True,True,0.9999964237213135,True
mp-1034284,RbMg14BO15,25,Pmm2,31,0.301786041466275,False,0.9999946355819702,0.9999982118606567,True,True,True,0.9999964237213135,False
mp-1223894,K5BaTaP4,9,Cc,22,0.0,True,0.9999946355819702,0.9999982118606567,True,True,True,0.9999964237213135,True
mp-676229,Rb5NO5,1,P1,11,0.242832255454545,False,0.9999948740005493,0.9999979734420776,True,True,True,0.9999964237213135,False
mp-559795,Rb7NaZn2O6,2,P-1,32,0.0,True,0.9999951124191284,0.9999977350234985,True,True,True,0.9999964237213135,False
mp-1227970,BaGa2GeSe6,1,P1,10,0.016288658625,False,0.9999945163726807,0.9999983310699463,True,True,True,0.9999964237213135,False
mp-767165,K2LiVS4,9,Cc,32,0.0,True,0.999995231628418,0.999997615814209,True,True,True,0.9999964237213135,True
mp-5854,LiGaO2,33,Pna2_1,16,0.0,True,0.999995231628418,0.999997615814209,True,True,True,0.9999964237213135,True
mp-726133,Rb4V2O9,2,P-1,15,0.23917146955555502,False,0.9999949932098389,0.9999978542327881,True,True,True,0.9999964237213135,False
mp-1034098,KRbMg14O15,25,Pmm2,31,0.267824571612901,False,0.9999943971633911,0.9999984502792358,True,True,True,0.9999964237213135,False
mp-1210797,Li2MgGeO4,31,Pmn2_1,16,0.0,True,0.9999947547912598,0.9999980926513672,True,True,True,0.9999964237213135,True
mp-557728,KCu4AsS4,4,P2_1,20,0.001837889799995,False,0.9999947547912598,0.9999980926513672,True,True,True,0.9999964237213135,True
mp-556902,KLi4NbO5,2,P-1,22,0.0,True,0.9999951124191284,0.9999977350234985,True,True,True,0.9999964237213135,False
mp-1211493,Rb3Cd(NO2)3,1,P1,13,0.46076373496153805,False,0.9999946355819702,0.9999980926513672,True,True,True,0.9999963641166687,False
mp-20134,KCN,8,Cm,3,0.16911875541666702,False,0.9999948740005493,0.9999978542327881,True,True,True,0.9999963641166687,False
mp-760897,K4Li7Mn2O8,7,Pc,42,0.08213576273808901,False,0.9999948740005493,0.9999978542327881,True,True,True,0.9999963641166687,False
mp-998417,CsSrI3,8,Cm,5,0.031693017999999004,False,0.9999947547912598,0.9999979734420776,True,True,True,0.9999963641166687,False
mp-1075203,Mg3Si4,1,P1,14,0.22552393,False,0.9999945163726807,0.9999982118606567,True,True,True,0.9999963641166687,False
mp-1211757,K4MnO4,2,P-1,36,0.0,True,0.9999946355819702,0.9999980926513672,True,True,True,0.9999963641166687,False
mp-19219,Li3VO4,31,Pmn2_1,16,0.0,True,0.9999946355819702,0.9999980926513672,True,True,True,0.9999963641166687,True
mp-655986,SrN6,2,P-1,14,0.18263241999999902,False,0.9999942779541016,0.9999984502792358,True,True,True,0.9999963641166687,False
mp-2217831,MgNb2(SBr)4,1,P1,11,0.160632942272725,False,0.9999947547912598,0.9999979734420776,True,True,True,0.9999963641166687,False
mp-2223641,CsMgV2O5,1,P1,9,0.20662514470412402,False,0.9999945163726807,0.9999982118606567,True,True,True,0.9999963641166687,False
mp-1257226,CsMg6SiO8,1,P1,16,0.291111420351563,False,0.9999943971633911,0.9999983310699463,True,True,True,0.9999963641166687,False
mp-1227526,Ca2Ga2SiO7,4,P2_1,24,0.010447483402781,False,0.9999947547912598,0.9999979734420776,True,True,True,0.9999963641166687,False
mp-28382,K4ZnO3,2,P-1,32,0.0,True,0.9999951124191284,0.999997615814209,True,True,True,0.9999963641166687,False
mp-2757937,K6Co2O5,8,Cm,26,0.019810007211548002,False,0.9999945163726807,0.9999982118606567,True,True,True,0.9999963641166687,False
mp-1034150,KRbMg14O15,25,Pmm2,31,0.26540896580645,False,0.9999942779541016,0.9999984502792358,True,True,True,0.9999963641166687,False
mp-1949616,Rb,2,P-1,8,0.016102911249999,False,0.9999948740005493,0.9999977350234985,True,True,True,0.9999963045120239,False
mp-1209769,RbPO4,2,P-1,36,0.27692414256944003,False,0.9999946355819702,0.9999979734420776,True,True,True,0.9999963045120239,False
mp-1193678,Ta3NO6,8,Cm,30,0.0,True,0.9999945163726807,0.9999980926513672,True,True,True,0.9999963045120239,False
mp-8450,Rb2Li2GeO4,2,P-1,18,0.0,True,0.9999946355819702,0.9999979734420776,True,True,True,0.9999963045120239,False
mp-541682,K3AlAs2,2,P-1,48,0.0,True,0.9999947547912598,0.9999978542327881,True,True,True,0.9999963045120239,False
mp-2218974,Rb3MgNbO8,5,C2,13,0.220976414615384,False,0.9999947547912598,0.9999978542327881,True,True,True,0.9999963045120239,False
mp-540574,Cs2Hg3I8,8,Cm,13,0.0,True,0.9999949932098389,0.999997615814209,True,True,True,0.9999963045120239,False
mp-1195294,K14ZnGe16,31,Pmn2_1,62,0.0,True,0.9999946355819702,0.9999979734420776,True,True,True,0.9999963045120239,False
mp-2217642,MgTi2Zn2O6,1,P1,11,0.24734022090909302,False,0.9999946355819702,0.9999979734420776,True,True,True,0.9999963045120239,False
mp-1033938,CsKMg14O15,25,Pmm2,31,0.361447816088709,False,0.9999942779541016,0.9999983310699463,True,True,True,0.9999963045120239,False
mp-1211546,KLi3TiO4,2,P-1,36,0.0,True,0.9999949932098389,0.999997615814209,True,True,True,0.9999963045120239,False
mp-1074613,Mg2Si,1,P1,12,0.21184904249999903,False,0.9999943971633911,0.9999982118606567,True,True,True,0.9999963045120239,False
mp-1226185,K6InAs3,2,P-1,40,0.0,True,0.9999943971633911,0.9999982118606567,True,True,True,0.9999963045120239,False
mp-18002,KLi3GeO4,2,P-1,36,0.0,True,0.9999949932098389,0.999997615814209,True,True,True,0.9999963045120239,False
mp-1074772,Mg2Si,1,P1,12,0.22067445499999902,False,0.9999943971633911,0.9999982118606567,True,True,True,0.9999963045120239,False
mp-9692,K2GeSe3,2,P-1,12,0.0,True,0.9999948740005493,0.9999977350234985,True,True,True,0.9999963045120239,False
mp-551826,NbTlBr4O,5,C2,7,0.0,True,0.9999947547912598,0.9999978542327881,True,True,True,0.9999963045120239,True
mp-1222100,Mg4Te3S,25,Pmm2,8,0.034163601875000005,False,0.9999946355819702,0.9999979734420776,True,True,True,0.9999963045120239,False
mp-11582,LiGaSe2,33,Pna2_1,16,0.0,True,0.9999948740005493,0.9999977350234985,True,True,True,0.9999963045120239,True
mp-2228773,Rb4MgMo2(SO)4,1,P1,15,0.262401322352562,False,0.9999948740005493,0.9999977350234985,True,True,True,0.9999963045120239,False
mp-690511,K10Co4O9,1,P1,23,0.0,True,0.9999942779541016,0.9999983310699463,True,True,True,0.9999963045120239,False
mp-1033978,KRbMg14O15,25,Pmm2,31,0.32999529193548305,False,0.999994158744812,0.9999984502792358,True,True,True,0.9999963045120239,False
mp-2232307,K6Mg(FeO3)2,1,P1,15,0.191557790148142,False,0.9999943971633911,0.9999982118606567,True,True,True,0.9999963045120239,False
mp-1180837,KCN,8,Cm,3,0.969148805416666,False,0.9999946355819702,0.9999979734420776,True,True,True,0.9999963045120239,False
mp-1173458,Rb5NO5,1,P1,11,0.162943426363636,False,0.9999946355819702,0.9999979734420776,True,True,True,0.9999963045120239,False
mp-1224505,K6InP3,1,P1,20,0.0,True,0.9999949932098389,0.999997615814209,True,True,True,0.9999963045120239,True
mp-1035964,CsKMg14O15,25,Pmm2,31,0.29607620802419304,False,0.9999940395355225,0.9999984502792358,True,True,True,0.9999962449073792,False
mp-1095291,Li2SnSe3,9,Cc,12,0.0,True,0.9999947547912598,0.9999977350234985,True,True,True,0.9999962449073792,False
mp-1035836,KMg14BO15,25,Pmm2,31,0.258201724278591,False,0.999994158744812,0.9999983310699463,True,True,True,0.9999962449073792,False
mp-2229785,K6MgV2(SO3)2,2,P-1,17,0.12469907482842602,False,0.9999951124191284,0.9999973773956299,True,True,True,0.9999962449073792,False
mp-9693,K2SnSe3,2,P-1,12,0.0,True,0.9999947547912598,0.9999977350234985,True,True,True,0.9999962449073792,False
mp-2018187,RbBe2F5,5,C2,8,0.0,True,0.9999949932098389,0.9999974966049194,True,True,True,0.9999962449073792,True
mp-672170,Rb2NbCuSe4,1,P1,16,0.007716195625000001,False,0.9999946355819702,0.9999978542327881,True,True,True,0.9999962449073792,False
mp-676693,KCN,1,P1,12,0.7536934737499991,False,0.9999946355819702,0.9999978542327881,True,True,True,0.9999962449073792,False
mp-1034270,RbMg14BO15,25,Pmm2,31,0.37234812727272604,False,0.9999942779541016,0.9999982118606567,True,True,True,0.9999962449073792,False
mp-671861,K2VAgSe4,1,P1,16,0.007993979374999,False,0.9999947547912598,0.9999977350234985,True,True,True,0.9999962449073792,False
mp-2228726,Rb4MgMo2(SO)4,1,P1,15,0.231628415019229,False,0.9999947547912598,0.9999977350234985,True,True,True,0.9999962449073792,False
mp-1034015,KNaMg14O15,25,Pmm2,31,0.180052195443548,False,0.999994158744812,0.9999983310699463,True,True,True,0.9999962449073792,False
mp-1035479,RbLiMg14O15,25,Pmm2,31,0.196157736169355,False,0.999994158744812,0.9999983310699463,True,True,True,0.9999962449073792,False
mp-1034881,CsNaMg14O15,25,Pmm2,31,0.227109770322579,False,0.999994158744812,0.9999983310699463,True,True,True,0.9999962449073792,False
mp-998297,CsSrBr3,8,Cm,5,0.021612655999998003,False,0.9999945163726807,0.9999979734420776,True,True,True,0.9999962449073792,False
