filepath,formula,spacegroup_number,spacegroup_symbol,num_atoms,probability,is_ferroelectric
/home/ubuntu/ai_wh/wh-ai/new_data/database/Mg(TiS2)2/mp_1045331_mp_1443666_cost_0.3404/2_normalized.vasp,Mg(TiS2)2,1,P1,14,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/ZnSiO3/mp_1016876_mp_1020623_cost_0.4625/4_normalized.vasp,ZnSiO3,1,P1,10,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/LiFeSiO4/mp_754842_mp_762632_cost_0.4991/4_normalized.vasp,LiFeSiO4,1,P1,14,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/K3MgSbS4/mp_2217404_mp_2224173_cost_0.3979/2_normalized.vasp,K3MgSbS4,1,P1,9,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Na3Cl2/mp_1069676_mp_1095060_cost_0.2479/2_normalized.vasp,Na3Cl2,1,P1,10,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/LiMg2/mp_1094574_mp_1094570_cost_0.4064/3_normalized.vasp,LiMg2,1,P1,6,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb2O2/mp_1209332_mp_7895_cost_0.3269/4_normalized.vasp,Rb2O2,1,P1,4,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/K3ClO/mp_1223812_mp_673798_cost_0.0243/1_normalized.vasp,K3ClO,6,Pm,10,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li2O2/mp_1180619_mp_841_cost_0.2762/4_normalized.vasp,Li2O2,1,P1,8,0.999995231628418,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Na3BiF6/mp_1211427_mp_1110572_cost_0.4685/4_normalized.vasp,Na3BiF6,1,P1,10,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/V3(HO2)4/mp_1179229_mp_625870_cost_0.0553/1_normalized.vasp,V3(HO2)4,8,Cm,15,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li2S/mp_1153_mp_1125_cost_0.3330/4_normalized.vasp,Li2S,7,Pc,12,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/RbTe/mp_1009491_mp_8360_cost_0.1975/2_normalized.vasp,RbTe,1,P1,8,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb2Te/mp_441_mp_568745_cost_0.4862/3_normalized.vasp,Rb2Te,1,P1,12,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Cs2Se/mp_1247784_mp_1011697_cost_0.2444/4_normalized.vasp,Cs2Se,1,P1,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb(CrS2)2/mp_1238878_mp_1238779_cost_0.4363/2_normalized.vasp,Rb(CrS2)2,1,P1,14,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/MgGa2/mp_1094622_mp_1094644_cost_0.3732/3_normalized.vasp,MgGa2,1,P1,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/RbInCl3/mp_998195_mp_998753_cost_0.0146/1_normalized.vasp,RbInCl3,8,Cm,10,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/KAc3/mp_1185033_mp_1185032_cost_0.1921/4_normalized.vasp,KAc3,8,Cm,4,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/MgF2/mp_1249_mp_1746_cost_0.4072/4_normalized.vasp,MgF2,1,P1,12,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb2O/mp_753746_mp_1394_cost_0.2816/2_normalized.vasp,Rb2O,4,P2_1,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/LiYS2/mp_15788_mp_755552_cost_0.2033/2_normalized.vasp,LiYS2,8,Cm,4,0.9999951124191284,True
