auc,best_threshold,acc_0.10,recall_0.10,prec_0.10,f1_0.10,acc_0.20,recall_0.20,prec_0.20,f1_0.20,acc_0.30,recall_0.30,prec_0.30,f1_0.30,acc_0.50,recall_0.50,prec_0.50,f1_0.50,acc_0.09,recall_0.09,prec_0.09,f1_0.09,acc_0.07,recall_0.07,prec_0.07,f1_0.07,acc_0.27,recall_0.27,prec_0.27,f1_0.27,acc_0.12,recall_0.12,prec_0.12,f1_0.12,acc_0.29,recall_0.29,prec_0.29,f1_0.29
0.9910163253984764,0.09019509,0.9507731145471757,0.9699248120300752,0.45907473309608543,0.6231884057971014,0.9725465446513095,0.9323308270676691,0.6138613861386139,0.7402985074626866,0.9769643420637425,0.9097744360902256,0.6648351648351648,0.7682539682539683,0.9775954559798044,0.8872180451127819,0.6781609195402298,0.7687296416938111,0.9394130640580625,0.9924812030075187,0.4086687306501548,0.5789473684210527,,,,,,,,,,,,,,,,
0.9963322337464213,0.06674377,0.9804354686020826,0.9699248120300752,0.6898395721925134,0.80625,0.983275481224361,0.9548872180451128,0.7298850574712644,0.8273615635179153,0.9848532660145156,0.9548872180451128,0.7514792899408284,0.8410596026490066,0.9867466077627012,0.9473684210526315,0.782608695652174,0.8571428571428571,,,,,0.9738087724834332,0.9849624060150376,0.6179245283018868,0.7594202898550725,,,,,,,,,,,,
0.9955531332449741,0.27387276,0.8904671717171717,0.9924812030075187,0.27615062761506276,0.4320785597381342,0.9624368686868687,0.9924812030075187,0.528,0.6892950391644909,0.9684343434343434,0.9849624060150376,0.5720524017467249,0.7237569060773481,0.9750631313131313,0.9699248120300752,0.6323529411764706,0.7655786350148368,,,,,,,,,0.9671717171717171,0.9924812030075187,0.5617021276595745,0.717391304347826,,,,,,,,
0.9892482441689066,0.11817077,0.9558080808080808,0.9699248120300752,0.4867924528301887,0.6482412060301508,0.9741161616161617,0.924812030075188,0.6307692307692307,0.75,0.976010101010101,0.9172932330827067,0.6524064171122995,0.7625,0.9779040404040404,0.9022556390977443,0.6779661016949152,0.7741935483870968,,,,,,,,,,,,,0.9665404040404041,0.9699248120300752,0.5584415584415584,0.7087912087912088,,,,
0.9961497384916358,0.29077575,0.9094065656565656,1.0,0.315035799522673,0.4791288566243194,0.961489898989899,1.0,0.5196850393700787,0.6839378238341969,0.9709595959595959,0.9924242424242424,0.5900900900900901,0.7401129943502824,0.9769570707070707,0.9772727272727273,0.6482412060301508,0.7794561933534743,,,,,,,,,,,,,,,,,0.9709595959595959,1.0,0.5892857142857143,0.7415730337078652
