auc,best_thresh_high_recall,best_acc_high_recall,acc_0.05,recall_0.05,prec_0.05,f1_0.05,acc_0.10,recall_0.10,prec_0.10,f1_0.10,acc_0.15,recall_0.15,prec_0.15,f1_0.15,acc_0.20,recall_0.20,prec_0.20,f1_0.20,acc_0.30,recall_0.30,prec_0.30,f1_0.30,acc_0.50,recall_0.50,prec_0.50,f1_0.50
0.992374711482263,0.060000000000000005,0.8646260650047334,0.7999368886083938,0.9924812030075187,0.17254901960784313,0.29398663697104677,0.9296307983591038,0.9774436090225563,0.37142857142857144,0.5383022774327122,0.9435153045124645,0.9699248120300752,0.4243421052631579,0.5903890160183066,0.9507731145471757,0.9699248120300752,0.45907473309608543,0.6231884057971014,0.9561375828337015,0.9699248120300752,0.48863636363636365,0.6498740554156172,0.9615020511202272,0.9699248120300752,0.5222672064777328,0.6789473684210526
0.9898535865355087,0.02,0.7276743452193121,0.9592931524140107,0.9774436090225563,0.5078125,0.6683804627249358,0.9728621016093405,0.9699248120300752,0.6113744075829384,0.75,0.9763332281476806,0.9624060150375939,0.6464646464646465,0.7734138972809668,0.9782265698958662,0.9548872180451128,0.6684210526315789,0.7863777089783281,0.9804354686020826,0.9548872180451128,0.6939890710382514,0.8037974683544303,0.9823288103502682,0.9473684210526315,0.72,0.8181818181818182
0.990234234680606,0.09999999999999999,0.9425505050505051,0.8159722222222222,0.9924812030075187,0.18487394957983194,0.3116883116883117,0.9425505050505051,0.9924812030075187,0.4217252396166134,0.5919282511210763,0.9611742424242424,0.9849624060150376,0.5198412698412699,0.6805194805194805,0.9671717171717171,0.9849624060150376,0.5622317596566524,0.7158469945355191,0.9715909090909091,0.9849624060150376,0.5981735159817352,0.7443181818181818,0.9744318181818182,0.9699248120300752,0.6262135922330098,0.7610619469026548
0.9842786538008944,0.03,0.41571969696969696,0.8781565656565656,0.9774436090225563,0.253411306042885,0.4024767801857585,0.9599116161616161,0.9548872180451128,0.5120967741935484,0.6666666666666666,0.9681186868686869,0.9548872180451128,0.5720720720720721,0.7154929577464789,0.9731691919191919,0.9473684210526315,0.6176470588235294,0.7477744807121661,0.9756944444444444,0.9473684210526315,0.6428571428571429,0.7659574468085106,0.9775883838383839,0.9172932330827067,0.6703296703296703,0.7746031746031746
0.9966463049467001,0.48000000000000004,0.9794823232323232,0.553030303030303,1.0,0.08527131782945736,0.15714285714285714,0.9239267676767676,1.0,0.353887399463807,0.5227722772277228,0.9558080808080808,1.0,0.4852941176470588,0.6534653465346535,0.9671717171717171,1.0,0.559322033898305,0.717391304347826,0.9738005050505051,1.0,0.6139534883720931,0.760806916426513,0.9794823232323232,0.9924242424242424,0.6717948717948717,0.8012232415902141
